doc_id,endpoint_index,status,error,submitted_at_s,started_at_s,completed_at_s,input_tokens,output_tokens,output_text,finish_reason
60000492,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,143,0,Super Bowl Opening Night,
60000495,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,139,0,Tuesday afternoon prior to the game,
60000496,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,139,0,Super Bowl Opening Night,
60000498,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,140,0,Golden Gate Bridge,
60000499,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,141,0,Monday evening,
60000500,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,139,0,Super Bowl Opening Night,
60000501,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,143,0,SAP Center in San Jose,
60000502,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,144,0,Golden Gate Bridge,
60000503,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,139,0,"February 1, 2016",
60000506,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,154,0,Dignity Health,
60000507,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,154,0,Gap,
60000508,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,154,0,Chevron,
60000509,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,182,0,Super Bowl 50 Host Committee,
60000513,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,166,0,Business Connect,
60000514,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,159,0,$40 million,
60000516,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,137,0,50 fund,
60000517,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,145,0,25%,
60000518,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,141,0,50 fund,
60000519,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,139,0,the most giving Super Bowl ever,
60000520,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,137,0,25percent,
60000522,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,142,0,25%,
60000524,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,121,0,Vince Lombardi,
60000525,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,126,0,18,
60000526,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,123,0,66 lb,
60000528,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,116,0,Tiffany & Co.,
60000529,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,129,0,Vince Lombardi Trophy,
60000539,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,222,0,3,
60000540,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,211,0,sidelines,
60000541,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,215,0,360-degree view,
60000542,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,208,0,5K,
60000543,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,209,0,sidelines,
60000544,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,205,0,CBS,
60000545,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,207,0,3,
60000546,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,201,0,CBS,
60000548,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,205,0,Tracy Wolfson and Evan Washburn,
