status,experiment_id,phase,repeat_index,server_version,pgvector_version,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,database_trigger,job_id,operator,seed_workload,executor,strategy,data_source,source_workload_name,source_order,organizer,organizer_partition_mode,organizer_partitions,daft_runner,organizer_partition_effective,model_backend,model_endpoint_url,model_name,model_request_timeout_s,total_rows,written_rows,db_fetch_rows,ray_batch_rows,batching_policy,token_budget,embedding_dim,embedding_vector_dim,completion_max_tokens,model_workers,max_inflight_limit,scheduling_policy,adaptive_min_inflight,adaptive_max_inflight,adaptive_downshifts,adaptive_upshifts,adaptive_limit_mean,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,batch_rows_min,batch_rows_max,batch_rows_mean,batch_tokens_min,batch_tokens_max,batch_tokens_mean,batch_tokens_p50,batch_tokens_p95,batch_service_s_p50,batch_service_s_p95,batch_service_s_p99,vllm_metrics_status,vllm_prompt_tokens_delta,vllm_generation_tokens_delta,vllm_request_success_delta,vllm_e2e_request_latency_mean_s,vllm_request_queue_time_mean_s,vllm_request_inference_time_mean_s,vllm_request_prefill_time_mean_s,vllm_request_decode_time_mean_s,vllm_num_requests_running_after,vllm_num_requests_waiting_after,vllm_kv_cache_usage_perc_after,db_fetch_s,arrow_build_s,source_fetch_s,organizer_from_arrow_s,organizer_plan_s,organizer_collect_s,organization_policy_family,batch_prompt_token_spread_mean,prefix_group_ratio,organizer_warnings,model_service_s,model_request_wall_s,operator_wall_s,submit_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s
ok,ablation_length_fixed32,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,96,11581,12227,job_table,709,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,length_align_fixed_rows,0,128,128,16,2,8,static,0,0,0,0,8.0,none,0,16,16,8,70578,32,32,32.0,562,33407,4411.125,1147.0,33407.0,0.710582,0.737003,0.737003,ok,62396,8182,512,0.684918,0.000113,0.625736,0.093372,0.532364,0,0,0.0,0.074169,0.0,0.074169,0.000502,1.7e-05,0.003823,length_align,114.375,0.054688,,11.303461,1.463266,1.471047,0.020603,0.709189,0.088649,0.002925,1.3e-05,1.627824,314.53
ok,ablation_length_fixed32,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11573,12227,job_table,710,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,length_align_fixed_rows,0,128,128,16,2,8,static,0,0,0,0,8.0,none,0,16,16,8,70580,32,32,32.0,562,33407,4411.25,1141.0,33407.0,0.696758,0.746684,0.746684,ok,62396,8184,512,0.685304,9.9e-05,0.623772,0.093594,0.530178,0,0,0.0,0.081564,0.0,0.081564,0.000691,2.8e-05,0.005601,length_align,114.375,0.054688,,11.259501,1.454784,1.464985,0.022105,0.693684,0.08671,0.002756,9e-06,1.579962,324.059
ok,ablation_length_token6144,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,10,11545,12227,job_table,711,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,length_align_token_budget,6144,128,128,16,2,8,static,0,0,0,0,8.0,none,0,13,13,8,70572,1,237,39.384615,1867,6126,5428.615385,5869.0,6126.0,1.230528,1.405426,1.405426,ok,62396,8176,512,1.009922,0.250203,0.653583,0.145377,0.508206,0,0,0.0,0.535552,0.0,0.535552,0.000882,1.7e-05,0.039751,length_align,103.846,0.046875,,11.440085,2.015092,4.691014,0.335474,4.148287,0.829657,0.001913,9e-06,5.620403,91.097
ok,ablation_length_token6144,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,65,11570,12227,job_table,712,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,length_align_token_budget,6144,128,128,16,2,8,static,0,0,0,0,8.0,none,0,13,13,8,70580,1,237,39.384615,1867,6125,5429.230769,5869.0,6125.0,1.427724,1.445197,1.445197,ok,62396,8184,512,1.035405,0.256566,0.64156,0.138783,0.502777,0,0,0.0,0.077964,0.0,0.077964,0.000621,1.6e-05,0.009778,length_align,103.846,0.046875,,12.51205,1.702914,1.710295,0.017403,1.429699,0.28594,0.00225,8e-06,1.902221,269.159
ok,ablation_length_token6144,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11572,12227,job_table,713,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,length_align_token_budget,6144,128,128,16,2,8,static,0,0,0,0,8.0,none,0,13,13,8,70572,1,237,39.384615,1867,6126,5428.615385,5869.0,6126.0,1.404207,1.421312,1.421312,ok,62396,8176,512,1.02242,0.265055,0.633142,0.113779,0.519363,0,0,0.0,0.073065,0.0,0.073065,0.000485,1.6e-05,0.006397,length_align,103.846,0.046875,,12.368318,1.687207,1.694099,0.016528,1.417449,0.28349,0.002013,8e-06,1.906314,268.581
ok,ablation_length_token6144,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,98,11568,12227,job_table,714,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,length_align_token_budget,6144,128,128,16,2,8,static,0,0,0,0,8.0,none,0,13,13,8,70578,1,237,39.384615,1867,6126,5429.076923,5869.0,6126.0,0.795572,1.519742,1.519742,ok,62396,8182,512,1.103749,0.260003,0.695851,0.138004,0.557847,0,0,0.0,0.076016,0.0,0.076016,0.0006,1.8e-05,0.010132,length_align,103.846,0.046875,,12.084903,1.523909,1.531055,0.015866,0.800872,0.160174,0.002081,1.1e-05,1.667132,307.114
ok,ablation_prefix_fixed32,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,9,11548,12227,job_table,715,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,prefix_aware_fixed_rows,0,128,128,16,2,8,static,0,0,0,0,8.0,none,0,16,16,8,70588,32,32,32.0,1994,7905,4411.75,3811.0,7905.0,0.679512,0.753573,0.753573,ok,62396,8192,512,0.666594,6.3e-05,0.612755,0.095028,0.517727,0,0,0.0,0.456057,0.0,0.456057,0.000594,1.7e-05,0.047448,prefix_aware,1092.438,0.064453,,10.963057,1.771942,4.23856,0.02935,3.521042,0.44013,0.002886,7e-06,4.91442,104.183
ok,ablation_prefix_fixed32,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,96,11583,12227,job_table,716,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,prefix_aware_fixed_rows,0,128,128,16,2,8,static,0,0,0,0,8.0,none,0,16,16,8,70578,32,32,32.0,1994,7905,4411.125,3809.0,7905.0,0.721404,0.79434,0.79434,ok,62396,8182,512,0.712959,0.000106,0.648569,0.107225,0.541343,0,0,0.0,0.072265,0.0,0.072265,0.000608,2.1e-05,0.00848,prefix_aware,1092.438,0.064453,,11.722023,1.497789,1.505604,0.021785,0.783037,0.09788,0.003081,1.2e-05,1.608174,318.373
ok,ablation_prefix_fixed32,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11574,12227,job_table,717,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,prefix_aware_fixed_rows,0,128,128,16,2,8,static,0,0,0,0,8.0,none,0,16,16,8,70577,32,32,32.0,1994,7904,4411.0625,3811.0,7904.0,0.738769,0.764111,0.764111,ok,62396,8181,512,0.720684,7.5e-05,0.645355,0.104483,0.540872,0,0,0.0,0.072828,0.0,0.072828,0.000437,1.7e-05,0.006207,prefix_aware,1092.438,0.064453,,11.841004,1.530532,1.538738,0.019671,0.75716,0.094645,0.002641,1.4e-05,1.672376,306.151
ok,ablation_prefix_fixed32,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11578,12227,job_table,718,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,prefix_aware_fixed_rows,0,128,128,16,2,8,static,0,0,0,0,8.0,none,0,16,16,8,70578,32,32,32.0,1994,7905,4411.125,3811.0,7905.0,0.715257,0.749029,0.749029,ok,62396,8182,512,0.698286,0.000131,0.630856,0.102574,0.528282,0,0,0.0,0.074642,0.0,0.074642,0.00044,1.5e-05,0.006129,prefix_aware,1092.438,0.064453,,11.511866,1.477228,1.48541,0.019237,0.74581,0.093226,0.003328,1e-05,1.609791,318.054
ok,ablation_prefix_token6144,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,7,11603,12227,job_table,719,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,prefix_aware_token_budget,6144,128,128,16,2,8,static,0,0,0,0,8.0,none,0,12,12,8,70581,24,57,42.666667,5237,6144,5881.75,5968.0,6144.0,0.715094,1.210216,1.210216,ok,62396,8185,512,0.781255,0.080355,0.651849,0.097053,0.554796,0,0,0.0,0.461904,0.0,0.461904,0.000704,2.1e-05,0.039956,prefix_aware,1248.167,0.056641,,9.535564,1.520424,3.726664,0.020112,3.104357,0.776089,0.00293,7e-06,4.448762,115.088
ok,ablation_prefix_token6144,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11596,12227,job_table,720,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,prefix_aware_token_budget,6144,128,128,16,2,8,static,0,0,0,0,8.0,none,0,12,12,8,70573,24,57,42.666667,5237,6144,5881.083333,5968.0,6144.0,0.729528,1.354457,1.354457,ok,62396,8177,512,0.785616,0.080539,0.626194,0.09828,0.527913,0,0,0.0,0.072092,0.0,0.072092,0.000507,1.8e-05,0.009607,prefix_aware,1248.167,0.056641,,10.325354,1.407944,1.416104,0.015298,0.762508,0.190627,0.002514,8e-06,1.59118,321.774
ok,ablation_prefix_token6144,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11730,12227,job_table,721,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,prefix_aware_token_budget,6144,128,128,16,2,8,static,0,0,0,0,8.0,none,0,12,12,8,70579,24,57,42.666667,5229,6144,5881.583333,5968.0,6144.0,0.708608,1.255955,1.255955,ok,62396,8183,512,0.735486,0.084602,0.571654,0.092244,0.47941,0,0,0.0,0.065707,0.0,0.065707,0.000464,1.6e-05,0.008239,prefix_aware,1248.167,0.056641,,9.058307,1.292827,1.300674,0.016361,0.720506,0.180126,0.00242,1.3e-05,1.397479,366.374
ok,ablation_prefix_token6144,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,98,11697,12227,job_table,722,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,prefix_aware_token_budget,6144,128,128,16,2,8,static,0,0,0,0,8.0,none,0,12,12,8,70579,24,57,42.666667,5228,6144,5881.583333,5968.0,6144.0,0.737141,1.367098,1.367098,ok,62396,8183,512,0.801149,0.089374,0.643022,0.102893,0.540128,0,0,0.0,0.067758,0.0,0.067758,0.000459,1.8e-05,0.011114,prefix_aware,1248.167,0.056641,,10.450686,1.424723,1.433132,0.017096,0.801737,0.200434,0.002528,7e-06,1.551477,330.008
