status,experiment_id,phase,repeat_index,server_version,pgvector_version,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,database_trigger,job_id,operator,seed_workload,executor,strategy,data_source,source_workload_name,source_order,organizer,organizer_partition_mode,organizer_partitions,daft_runner,organizer_partition_effective,model_backend,model_endpoint_url,model_name,model_request_timeout_s,total_rows,written_rows,db_fetch_rows,ray_batch_rows,batching_policy,token_budget,embedding_dim,embedding_vector_dim,completion_max_tokens,model_workers,max_inflight_limit,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,batch_rows_min,batch_rows_max,batch_rows_mean,batch_tokens_min,batch_tokens_max,batch_tokens_mean,batch_tokens_p50,batch_tokens_p95,batch_service_s_p50,batch_service_s_p95,batch_service_s_p99,vllm_metrics_status,vllm_prompt_tokens_delta,vllm_generation_tokens_delta,vllm_request_success_delta,vllm_e2e_request_latency_mean_s,vllm_request_queue_time_mean_s,vllm_request_inference_time_mean_s,vllm_request_prefill_time_mean_s,vllm_request_decode_time_mean_s,vllm_num_requests_running_after,vllm_num_requests_waiting_after,vllm_kv_cache_usage_perc_after,db_fetch_s,arrow_build_s,source_fetch_s,organizer_from_arrow_s,organizer_plan_s,organizer_collect_s,organizer_warnings,model_service_s,model_request_wall_s,operator_wall_s,submit_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s
ok,matrix_fixed32_k8,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11315,12227,job_table,562,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,fixed_rows,0,128,128,16,2,8,none,0,16,16,8,70552,32,32,32.0,1245,11034,4409.5,3449.0,11034.0,0.675948,0.760247,0.760247,ok,62396,8156,512,0.67045,7.8e-05,0.618,0.096083,0.521917,0,0,0.0,0.069133,0.0,0.069133,0.000548,6.6e-05,0.008537,,11.052576,1.413499,1.421483,0.017473,0.753768,0.094221,0.003127,6e-06,1.515746,337.787
ok,matrix_fixed32_k8,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11308,12227,job_table,563,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,fixed_rows,0,128,128,16,2,8,none,0,16,16,8,70588,32,32,32.0,1245,11049,4411.75,3449.0,11049.0,0.66736,0.755035,0.755035,ok,62396,8192,512,0.661198,8.3e-05,0.609132,0.094939,0.514194,0,0,0.0,0.066696,0.0,0.066696,0.000421,0.000117,0.007541,,10.906772,1.395518,1.402531,0.014001,0.753221,0.094153,0.002461,8e-06,1.49375,342.762
ok,matrix_fixed32_k16,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,11308,12227,job_table,564,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,fixed_rows,0,128,128,16,2,16,none,0,16,16,16,70587,32,32,32.0,1245,11049,4411.6875,3449.0,11049.0,0.895762,1.097971,1.097971,ok,62396,8191,512,0.898706,0.190618,0.65174,0.090249,0.561492,0,0,0.0,0.442638,0.0,0.442638,0.000968,7.4e-05,0.010346,,14.710852,1.639681,4.951399,0.015607,0.0,0.0,0.003615,9e-06,5.58966,91.598
ok,matrix_fixed32_k16,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,90,11309,12227,job_table,565,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,fixed_rows,0,128,128,16,2,16,none,0,16,16,16,70574,32,32,32.0,1245,11049,4410.875,3449.0,11049.0,0.848726,1.416653,1.416653,ok,62396,8178,512,1.051583,0.266595,0.650423,0.106582,0.543841,0,0,0.0,0.06565,0.0,0.06565,0.000454,4.9e-05,0.008324,,17.240706,1.428519,1.434334,0.015955,0.0,0.0,0.002453,1.2e-05,1.556158,329.016
ok,matrix_fixed32_k16,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,96,11319,12227,job_table,566,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,fixed_rows,0,128,128,16,2,16,none,0,16,16,16,70572,32,32,32.0,1245,11049,4410.75,3449.0,11049.0,0.922935,1.472314,1.472314,ok,62396,8176,512,1.097882,0.297595,0.669008,0.106375,0.562633,0,0,0.0,0.065818,0.0,0.065818,0.000549,6.6e-05,0.008867,,18.055722,1.481643,1.48899,0.014638,0.0,0.0,0.002939,1e-05,1.611087,317.798
ok,matrix_fixed32_k16,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11309,12227,job_table,567,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,fixed_rows,0,128,128,16,2,16,none,0,16,16,16,70577,32,32,32.0,1245,11049,4411.0625,3438.0,11049.0,0.848152,1.430217,1.430217,ok,62396,8181,512,1.075188,0.279944,0.656108,0.113474,0.542633,0,0,0.0,0.06914,0.0,0.06914,0.000547,6.7e-05,0.009023,,17.510938,1.440171,1.447124,0.015557,0.0,0.0,0.00297,1e-05,1.579383,324.177
ok,matrix_fixed32_unbounded,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,8,11308,12227,job_table,568,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,fixed_rows,0,128,128,16,2,100000,none,0,16,16,16,70576,32,32,32.0,1245,11049,4411.0,3449.0,11049.0,0.822491,1.12635,1.12635,ok,62396,8180,512,0.904611,0.197791,0.652654,0.092629,0.560024,0,0,0.0,0.449342,0.0,0.449342,0.000536,4.8e-05,0.009369,,14.697883,1.738082,5.086554,0.017037,0.0,0.0,0.003377,6e-06,5.704564,89.753
ok,matrix_fixed32_unbounded,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,82,11305,12227,job_table,569,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,fixed_rows,0,128,128,16,2,100000,none,0,16,16,16,70580,32,32,32.0,1245,11049,4411.25,3449.0,11049.0,0.857146,1.443174,1.443174,ok,62396,8184,512,1.062868,0.283855,0.65296,0.105834,0.547126,0,0,0.0,0.064497,0.0,0.064497,0.000556,5.2e-05,0.0084,,17.462306,1.444087,1.450388,0.015616,0.0,0.0,0.002904,5e-06,1.54925,330.482
ok,matrix_fixed32_unbounded,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11315,12227,job_table,570,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,fixed_rows,0,128,128,16,2,100000,none,0,16,16,16,70562,32,32,32.0,1244,11034,4410.125,3449.0,11034.0,0.862263,1.44589,1.44589,ok,62396,8166,512,1.095162,0.289998,0.661122,0.113598,0.547523,0,0,0.0,0.062348,0.0,0.062348,0.000473,5.1e-05,0.008274,,17.862577,1.446915,1.455168,0.015886,0.0,0.0,0.003743,6e-06,1.56618,326.91
ok,matrix_fixed32_unbounded,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11311,12227,job_table,571,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,fixed_rows,0,128,128,16,2,100000,none,0,16,16,16,70588,32,32,32.0,1245,11049,4411.75,3449.0,11049.0,0.8399,1.434892,1.434892,ok,62396,8192,512,1.06465,0.278372,0.659818,0.111664,0.548154,0,0,0.0,0.066341,0.0,0.066341,0.000497,7.4e-05,0.008742,,17.445941,1.447853,1.453327,0.016221,0.0,0.0,0.002539,9e-06,1.562313,327.719
ok,matrix_fixed64_k2,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,11319,12227,job_table,572,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,64,fixed_rows,0,128,128,16,2,2,none,0,8,8,2,70581,64,64,64.0,5508,16377,8822.625,7250.0,16377.0,0.416184,0.466834,0.466834,ok,62396,8185,512,0.415416,9.5e-05,0.364721,0.07858,0.286141,0,0,0.0,0.437666,0.0,0.437666,0.000743,9.9e-05,0.008667,,3.411349,1.724679,3.272864,0.012313,2.848417,0.474736,0.00175,1.2e-05,3.892771,131.526
ok,matrix_fixed64_k2,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,84,11304,12227,job_table,573,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,64,fixed_rows,0,128,128,16,2,2,none,0,8,8,2,70577,64,64,64.0,5508,16377,8822.125,7250.0,16377.0,0.428116,0.454905,0.454905,ok,62396,8181,512,0.41365,9e-05,0.364535,0.071093,0.293442,0,0,0.0,0.067836,0.0,0.067836,0.000652,8.7e-05,0.006602,,3.477277,1.754914,1.761524,0.00981,1.332492,0.222082,0.001526,9e-06,1.854067,276.15
ok,matrix_fixed64_k2,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,68,11322,12227,job_table,574,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,64,fixed_rows,0,128,128,16,2,2,none,0,8,8,2,70581,64,64,64.0,5505,16377,8822.625,7249.0,16377.0,0.417766,0.451119,0.451119,ok,62396,8185,512,0.401282,7.9e-05,0.35729,0.061534,0.295757,0,0,0.0,0.065783,0.0,0.065783,0.000644,6.2e-05,0.0061,,3.368634,1.715463,1.720542,0.009304,1.313383,0.218897,0.001929,9e-06,1.80967,282.924
ok,matrix_fixed64_k2,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,96,11320,12227,job_table,575,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,64,fixed_rows,0,128,128,16,2,2,none,0,8,8,2,70578,64,64,64.0,5508,16377,8822.25,7250.0,16377.0,0.426319,0.482314,0.482314,ok,62396,8182,512,0.412854,7.8e-05,0.364098,0.069292,0.294806,0,0,0.0,0.062816,0.0,0.062816,0.000513,5e-05,0.005696,,3.487537,1.771681,1.777748,0.008144,1.344863,0.224144,0.00155,7e-06,1.897749,269.793
ok,matrix_fixed64_k4,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,11305,12227,job_table,576,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,64,fixed_rows,0,128,128,16,2,4,none,0,8,8,4,70577,64,64,64.0,5508,16375,8822.125,7250.0,16375.0,0.708678,0.722736,0.722736,ok,62396,8181,512,0.694662,7.2e-05,0.621356,0.097084,0.524272,0,0,0.0,0.44185,0.0,0.44185,0.00058,5.2e-05,0.007768,,5.688956,1.479668,3.187417,0.012329,2.462592,0.615648,0.001983,6e-06,3.823979,133.892
ok,matrix_fixed64_k4,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,83,11305,12227,job_table,577,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,64,fixed_rows,0,128,128,16,2,4,none,0,8,8,4,70588,64,64,64.0,5508,16377,8823.5,7250.0,16377.0,0.703384,0.760292,0.760292,ok,62396,8192,512,0.694012,8.6e-05,0.610514,0.100992,0.509522,0,0,0.0,0.065659,0.0,0.065659,0.000504,5.2e-05,0.0058,,5.755817,1.469187,1.474881,0.007837,0.759545,0.189886,0.001595,1.1e-05,1.607963,318.415
ok,matrix_fixed64_k4,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11314,12227,job_table,578,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,64,fixed_rows,0,128,128,16,2,4,none,0,8,8,4,70582,64,64,64.0,5508,16377,8822.75,7250.0,16377.0,0.6725,0.803526,0.803526,ok,62396,8186,512,0.675272,7.5e-05,0.609726,0.094573,0.515153,0,0,0.0,0.079414,0.0,0.079414,0.000648,5.9e-05,0.010044,,5.562232,1.430094,1.43708,0.009255,0.802088,0.200522,0.001935,5e-06,1.557832,328.662
ok,matrix_fixed64_k4,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11306,12227,job_table,579,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,64,fixed_rows,0,128,128,16,2,4,none,0,8,8,4,70565,64,64,64.0,5508,16362,8820.625,7250.0,16362.0,0.707971,0.765623,0.765623,ok,62396,8169,512,0.69621,8.6e-05,0.626217,0.107236,0.518982,0,0,0.0,0.064106,0.0,0.064106,0.000437,4.6e-05,0.005757,,5.775954,1.464665,1.470359,0.008565,0.765767,0.191442,0.001655,9e-06,1.596573,320.687
ok,matrix_fixed64_k8,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,11303,12227,job_table,580,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,64,fixed_rows,0,128,128,16,2,8,none,0,8,8,8,70551,64,64,64.0,5508,16375,8818.875,7250.0,16375.0,0.896273,1.387833,1.387833,ok,62396,8155,512,1.079909,0.298331,0.688341,0.105513,0.582828,0,0,0.0,0.477214,0.0,0.477214,0.00058,4.9e-05,0.007743,,8.78143,1.557509,3.578333,0.011379,0.0,0.0,0.002365,8e-06,4.251893,120.417
ok,matrix_fixed64_k8,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,98,11303,12227,job_table,581,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,64,fixed_rows,0,128,128,16,2,8,none,0,8,8,8,70571,64,64,64.0,5508,16377,8821.375,7250.0,16377.0,0.816907,1.452221,1.452221,ok,62396,8175,512,1.079341,0.283998,0.669151,0.121816,0.547334,0,0,0.0,0.081682,0.0,0.081682,0.000844,5.5e-05,0.007509,,8.865364,1.452438,1.462091,0.011783,0.0,0.0,0.001645,8e-06,1.592831,321.44
ok,matrix_fixed64_k8,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,98,11311,12227,job_table,582,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,64,fixed_rows,0,128,128,16,2,8,none,0,8,8,8,70579,64,64,64.0,5508,16377,8822.375,7248.0,16377.0,0.85452,1.434949,1.434949,ok,62396,8183,512,1.068573,0.276757,0.655509,0.110248,0.545261,0,0,0.0,0.070274,0.0,0.070274,0.000627,5.1e-05,0.007274,,8.722945,1.442384,1.449872,0.009488,0.0,0.0,0.001949,6e-06,1.560454,328.11
ok,matrix_fixed64_k8,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11304,12227,job_table,583,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,64,fixed_rows,0,128,128,16,2,8,none,0,8,8,8,70578,64,64,64.0,5508,16377,8822.25,7250.0,16377.0,0.821343,1.424599,1.424599,ok,62396,8182,512,1.066493,0.277104,0.641818,0.120155,0.521662,0,0,0.0,0.067099,0.0,0.067099,0.000888,9.9e-05,0.009584,,8.766231,1.424565,1.432136,0.0084,0.0,0.0,0.001843,9e-06,1.548929,330.551
