status,experiment_id,phase,repeat_index,server_version,pgvector_version,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,database_trigger,job_id,operator,executor,strategy,data_source,organizer,organizer_partition_mode,organizer_partitions,daft_runner,organizer_partition_effective,model_backend,model_endpoint_url,model_name,total_rows,written_rows,db_fetch_rows,ray_batch_rows,embedding_dim,embedding_vector_dim,completion_max_tokens,model_workers,max_inflight_limit,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,db_fetch_s,arrow_build_s,source_fetch_s,organizer_from_arrow_s,organizer_plan_s,organizer_collect_s,organizer_warnings,model_service_s,model_request_wall_s,operator_wall_s,submit_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s
ok,vllm_qwen15b_static_batch_4,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,60,10518,12227,job_table,338,ai_complete,python,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,4,128,128,8,2,8,none,0,8,8,1,1634,0.055529,0.0,0.055529,0.000409,7.6e-05,0.005831,,0.877776,0.878746,0.878526,0.0,0.0,0.0,0.0,9e-06,0.944281,33.888
ok,vllm_qwen15b_static_batch_4,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,63,10518,12227,job_table,339,ai_complete,python,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,4,128,128,8,2,8,none,0,8,8,1,1634,0.05568,0.0,0.05568,0.000404,4.6e-05,0.005495,,0.819829,0.819982,0.8207,0.0,0.0,0.0,0.0,6e-06,0.885531,36.137
ok,vllm_qwen15b_static_batch_8,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,10518,12227,job_table,340,ai_complete,python,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,8,128,128,8,2,8,none,0,4,4,1,1634,0.397385,0.0,0.397385,0.000587,5.4e-05,0.00509,,0.421222,0.421623,0.421625,0.0,0.0,0.0,0.0,4e-06,0.987324,32.411
ok,vllm_qwen15b_static_batch_8,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,66,10518,12227,job_table,341,ai_complete,python,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,8,128,128,8,2,8,none,0,4,4,1,1634,0.077196,0.0,0.077196,0.000443,5e-05,0.004129,,0.436397,0.436944,0.436771,0.0,0.0,0.0,0.0,4e-06,0.52328,61.153
ok,vllm_qwen15b_static_batch_8,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,66,10518,12227,job_table,342,ai_complete,python,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,8,128,128,8,2,8,none,0,4,4,1,1634,0.056002,0.0,0.056002,0.000382,6.6e-05,0.004318,,0.418414,0.418857,0.4188,0.0,0.0,0.0,0.0,3e-06,0.483019,66.25
ok,vllm_qwen15b_static_batch_8,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,65,10513,12227,job_table,343,ai_complete,python,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,8,128,128,8,2,8,none,0,4,4,1,1634,0.053105,0.0,0.053105,0.000372,5.7e-05,0.004402,,0.407664,0.408199,0.408007,0.0,0.0,0.0,0.0,5e-06,0.469409,68.171
ok,vllm_qwen15b_static_batch_16,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,8,10513,12227,job_table,344,ai_complete,python,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,16,128,128,8,2,8,none,0,2,2,1,1634,0.38955,0.0,0.38955,0.000512,4.6e-05,0.004345,,0.230317,0.230276,0.230554,0.0,0.0,0.0,0.0,6e-06,0.786511,40.686
ok,vllm_qwen15b_static_batch_16,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,57,10518,12227,job_table,345,ai_complete,python,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,16,128,128,8,2,8,none,0,2,2,1,1634,0.079578,0.0,0.079578,0.000322,4.2e-05,0.003662,,0.278312,0.278562,0.278563,0.0,0.0,0.0,0.0,4e-06,0.365229,87.616
ok,vllm_qwen15b_static_batch_16,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,57,10518,12227,job_table,346,ai_complete,python,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,16,128,128,8,2,8,none,0,2,2,1,1634,0.059831,0.0,0.059831,0.000379,7.9e-05,0.004747,,0.260288,0.260621,0.260515,0.0,0.0,0.0,0.0,6e-06,0.328715,97.349
ok,vllm_qwen15b_static_batch_16,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,57,10518,12227,job_table,347,ai_complete,python,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,16,128,128,8,2,8,none,0,2,2,1,1634,0.058939,0.0,0.058939,0.000311,4.3e-05,0.004112,,0.284905,0.285251,0.285097,0.0,0.0,0.0,0.0,4e-06,0.351791,90.963
