doc_id,source_example_id,status,error,output_chars
60000078,56d98b33dc89441400fdb53d,completed,,10
60000079,56d98b33dc89441400fdb53e,completed,,1
60000080,56be5333acb8001400a5030a,completed,,3
60000081,56be5333acb8001400a5030b,completed,,10
60000082,56be5333acb8001400a5030c,completed,,8
60000083,56be5333acb8001400a5030d,completed,,22
60000084,56be5333acb8001400a5030e,completed,,17
60000085,56beaf5e3aeaaa14008c91fd,completed,,3
60000086,56beaf5e3aeaaa14008c91fe,completed,,10
60000087,56beaf5e3aeaaa14008c91ff,completed,,10
60000088,56beaf5e3aeaaa14008c9200,completed,,10
60000089,56beaf5e3aeaaa14008c9201,completed,,8
60000090,56bf1ae93aeaaa14008c951b,completed,,3
60000091,56bf1ae93aeaaa14008c951c,completed,,10
60000092,56bf1ae93aeaaa14008c951e,completed,,10
60000093,56bf1ae93aeaaa14008c951f,completed,,18
60000094,56d2051ce7d4791d00902608,completed,,3
60000095,56d2051ce7d4791d00902609,completed,,10
60000096,56d2051ce7d4791d0090260a,completed,,8
60000097,56d2051ce7d4791d0090260b,completed,,22
60000098,56d602631c85041400946ed8,completed,,3
60000099,56d602631c85041400946eda,completed,,8
60000100,56d602631c85041400946edb,completed,,22
60000101,56d602631c85041400946edc,completed,,17
60000102,56d98c53dc89441400fdb544,completed,,10
60000103,56d98c53dc89441400fdb545,completed,,8
60000104,56d98c53dc89441400fdb546,completed,,22
60000105,56d98c53dc89441400fdb548,completed,,10
60000106,56be53b8acb8001400a50314,completed,,13
60000107,56be53b8acb8001400a50315,completed,,15
60000108,56be53b8acb8001400a50316,completed,,4
60000109,56beafca3aeaaa14008c9207,completed,,13
60000110,56beafca3aeaaa14008c9208,completed,,13
60000111,56bf42f53aeaaa14008c95a3,completed,,13
60000112,56d2053ae7d4791d00902610,completed,,13
60000113,56d6edd00d65d21400198250,completed,,13
60000114,56d6edd00d65d21400198251,completed,,17
60000115,56d98d0adc89441400fdb54e,completed,,11
60000116,56d98d0adc89441400fdb54f,completed,,4
60000117,56be5438acb8001400a5031a,completed,,23
60000118,56be5438acb8001400a5031b,completed,,24
60000119,56be5438acb8001400a5031c,completed,,14
60000120,56beb03c3aeaaa14008c920b,completed,,16
60000121,56beb03c3aeaaa14008c920d,completed,,14
60000122,56bf3c633aeaaa14008c9580,completed,,14
60000123,56bf3c633aeaaa14008c9581,completed,,23
60000124,56bf3c633aeaaa14008c9582,completed,,16
60000125,56d20564e7d4791d00902612,completed,,57
60000126,56d6ee6e0d65d21400198254,completed,,1
60000127,56d6ee6e0d65d21400198255,completed,,11
60000128,56d6ee6e0d65d21400198256,completed,,16
60000129,56d6ee6e0d65d21400198257,completed,,22
60000130,56d6ee6e0d65d21400198258,completed,,14
60000131,56d98db6dc89441400fdb552,completed,,16
60000132,56d98db6dc89441400fdb553,completed,,23
60000133,56d98db6dc89441400fdb554,completed,,14
60000134,56be54bdacb8001400a50322,completed,,16
60000135,56be54bdacb8001400a50323,completed,,2
60000136,56be54bdacb8001400a50324,completed,,15
60000137,56be54bdacb8001400a50325,completed,,4
60000138,56be54bdacb8001400a50326,completed,,4
60000139,56beb0f43aeaaa14008c921b,completed,,16
60000140,56beb0f43aeaaa14008c921c,completed,,16
60000141,56beb0f43aeaaa14008c921d,completed,,16
60000142,56beb0f43aeaaa14008c921e,completed,,11
60000143,56beb0f43aeaaa14008c921f,completed,,4
60000144,56bf21b43aeaaa14008c9525,completed,,1
60000145,56bf21b43aeaaa14008c9526,completed,,15
60000146,56bf21b43aeaaa14008c9528,completed,,1
60000147,56bf21b43aeaaa14008c9529,completed,,19
60000148,56d6ef6a0d65d21400198260,completed,,4
60000149,56d6ef6a0d65d21400198262,completed,,11
60000150,56d98f0ddc89441400fdb558,completed,,16
60000151,56d98f0ddc89441400fdb559,completed,,1
60000152,56d98f0ddc89441400fdb55a,completed,,11
60000153,56d98f0ddc89441400fdb55b,completed,,4
60000154,56d98f0ddc89441400fdb55c,completed,,19
60000155,56be5523acb8001400a5032c,completed,,12
60000156,56be5523acb8001400a5032d,completed,,10
60000157,56be5523acb8001400a5032e,completed,,4
60000158,56be5523acb8001400a5032f,completed,,12
60000159,56be5523acb8001400a50330,completed,,9
60000160,56beb2153aeaaa14008c9225,completed,,6
60000161,56beb2153aeaaa14008c9226,completed,,12
60000162,56beb2153aeaaa14008c9227,completed,,12
60000163,56beb2153aeaaa14008c9228,completed,,17
60000164,56beb2153aeaaa14008c9229,completed,,9
60000165,56bf23363aeaaa14008c952f,completed,,4
60000166,56bf23363aeaaa14008c9530,completed,,4
60000167,56bf23363aeaaa14008c9531,completed,,12
60000168,56bf23363aeaaa14008c9532,completed,,4
60000169,56bf23363aeaaa14008c9533,completed,,17
60000170,56d6f0770d65d21400198268,completed,,12
60000171,56d6f0770d65d21400198269,completed,,4
60000172,56d6f0770d65d2140019826a,completed,,4
60000173,56d6f0770d65d2140019826c,completed,,6
60000174,56d98fbfdc89441400fdb562,completed,,12
60000175,56d98fbfdc89441400fdb563,completed,,4
60000176,56d98fbfdc89441400fdb564,completed,,12
60000177,56d98fbfdc89441400fdb565,completed,,4
60000178,56be572b3aeaaa14008c9052,completed,,8
60000179,56beb2a03aeaaa14008c922f,completed,,2
60000180,56beb2a03aeaaa14008c9230,completed,,3
60000181,56beb2a03aeaaa14008c9231,completed,,17
60000182,56beb2a03aeaaa14008c9232,completed,,17
60000183,56beb2a03aeaaa14008c9233,completed,,8
60000184,56bf28c73aeaaa14008c9539,completed,,1
60000185,56bf28c73aeaaa14008c953a,completed,,2
60000186,56bf28c73aeaaa14008c953c,completed,,18
60000187,56bf28c73aeaaa14008c953d,completed,,3
60000188,56d6f1190d65d21400198272,completed,,10
60000189,56d6f1190d65d21400198273,completed,,3
60000190,56d6f1190d65d21400198274,completed,,17
60000191,56d6f1190d65d21400198275,completed,,18
60000192,56d6f1190d65d21400198276,completed,,3
60000193,56d99179dc89441400fdb56c,completed,,1
60000194,56d99179dc89441400fdb56d,completed,,1
60000195,56d99179dc89441400fdb570,completed,,8
60000196,56be59683aeaaa14008c9058,completed,,17
60000197,56be59683aeaaa14008c9059,completed,,15
60000198,56be59683aeaaa14008c905a,completed,,1
60000199,56beb3083aeaaa14008c923d,completed,,4
60000200,56beb3083aeaaa14008c923e,completed,,17
60000201,56beb3083aeaaa14008c923f,completed,,2
60000202,56beb3083aeaaa14008c9240,completed,,1
60000203,56beb3083aeaaa14008c9241,completed,,15
60000204,56bf2afe3aeaaa14008c9543,completed,,4
60000205,56bf2afe3aeaaa14008c9544,completed,,4
60000206,56bf2afe3aeaaa14008c9545,completed,,4
60000207,56bf2afe3aeaaa14008c9547,completed,,8
60000208,56d6f2000d65d2140019827c,completed,,15
60000209,56d6f2000d65d2140019827d,completed,,17
60000210,56d6f2000d65d2140019827e,completed,,4
60000211,56d6f2000d65d2140019827f,completed,,2
60000212,56d9943fdc89441400fdb576,completed,,17
60000213,56d9943fdc89441400fdb577,completed,,4
60000214,56d9943fdc89441400fdb578,completed,,17
60000215,56d9943fdc89441400fdb57a,completed,,2
60000216,56beb3a03aeaaa14008c9247,completed,,1
60000217,56beb3a03aeaaa14008c9248,completed,,2
60000218,56beb3a03aeaaa14008c9249,completed,,2
60000219,56beb3a03aeaaa14008c924a,completed,,2
60000220,56beb3a03aeaaa14008c924b,completed,,10
60000221,56bf6b303aeaaa14008c960b,completed,,2
60000222,56bf6b303aeaaa14008c960c,completed,,4
60000223,56bf6b303aeaaa14008c960d,completed,,2
60000224,56bf6b303aeaaa14008c960e,completed,,8
60000225,56bf6b303aeaaa14008c960f,completed,,16
60000226,56d6f2960d65d21400198286,completed,,1
60000227,56d6f2960d65d21400198287,completed,,10
60000228,56d6f2960d65d21400198288,completed,,4
60000229,56d6f2960d65d21400198289,completed,,2
60000230,56d6f2960d65d2140019828a,completed,,1
60000231,56d997cddc89441400fdb586,completed,,3
60000232,56d997cddc89441400fdb587,completed,,4
60000233,56d997cddc89441400fdb588,completed,,2
60000234,56d997cddc89441400fdb589,completed,,4
60000235,56d997cddc89441400fdb58a,completed,,2
60000236,56beb4343aeaaa14008c925b,completed,,3
60000237,56beb4343aeaaa14008c925c,completed,,3
60000238,56beb4343aeaaa14008c925d,completed,,3
60000239,56beb4343aeaaa14008c925e,completed,,1
60000240,56beb4343aeaaa14008c925f,completed,,12
60000241,56d6f3500d65d21400198290,completed,,2
60000242,56d6f3500d65d21400198291,completed,,12
60000243,56d6f3500d65d21400198292,completed,,1
60000244,56d6f3500d65d21400198293,completed,,1
60000245,56d6f3500d65d21400198294,completed,,12
60000246,56d9992fdc89441400fdb59c,completed,,2
60000247,56d9992fdc89441400fdb59e,completed,,9
60000248,56d9992fdc89441400fdb59f,completed,,12
60000249,56d9992fdc89441400fdb5a0,completed,,1
60000250,56beb4e43aeaaa14008c9265,completed,,11
60000251,56beb4e43aeaaa14008c9266,completed,,14
60000252,56beb4e43aeaaa14008c9267,completed,,18
60000253,56beb4e43aeaaa14008c9268,completed,,18
60000254,56beb4e43aeaaa14008c9269,completed,,13
60000255,56bf301c3aeaaa14008c954d,completed,,1
60000256,56bf301c3aeaaa14008c954e,completed,,11
60000257,56bf301c3aeaaa14008c954f,completed,,18
60000258,56bf301c3aeaaa14008c9550,completed,,2
60000259,56bf301c3aeaaa14008c9551,completed,,54
60000260,56d6f4030d65d2140019829a,completed,,11
60000261,56d6f4030d65d2140019829b,completed,,14
60000262,56d6f4030d65d2140019829c,completed,,17
60000263,56d6f4030d65d2140019829d,completed,,2
60000264,56d6f4030d65d2140019829e,completed,,1
60000265,56d99b7bdc89441400fdb5c8,completed,,8
60000266,56d99b7bdc89441400fdb5c9,completed,,14
60000267,56d99b7bdc89441400fdb5ca,completed,,11
60000268,56d99b7bdc89441400fdb5cb,completed,,4
60000269,56d99b7bdc89441400fdb5cc,completed,,13
60000270,56beb57b3aeaaa14008c9279,completed,,4
60000271,56beb57b3aeaaa14008c927a,completed,,2
60000272,56beb57b3aeaaa14008c927b,completed,,16
60000273,56beb57b3aeaaa14008c927c,completed,,14
60000274,56beb57b3aeaaa14008c927d,completed,,2
60000275,56bf38383aeaaa14008c956b,completed,,4
60000276,56bf38383aeaaa14008c956c,completed,,4
60000277,56bf38383aeaaa14008c956d,completed,,2
60000278,56bf38383aeaaa14008c956e,completed,,16
60000279,56bf38383aeaaa14008c956f,completed,,8
60000280,56d6fe0b0d65d214001982a4,completed,,4
60000281,56d6fe0b0d65d214001982a5,completed,,2
60000282,56d6fe0b0d65d214001982a6,completed,,16
60000283,56d6fe0b0d65d214001982a7,completed,,1
60000284,56d99c44dc89441400fdb5d6,completed,,4
60000285,56d99c44dc89441400fdb5d7,completed,,2
60000286,56d99c44dc89441400fdb5d8,completed,,16
60000287,56d99c44dc89441400fdb5d9,completed,,14
60000288,56d99c44dc89441400fdb5da,completed,,3
60000289,56beb6533aeaaa14008c928d,completed,,5
60000290,56beb6533aeaaa14008c928e,completed,,2
60000291,56beb6533aeaaa14008c9290,completed,,16
60000292,56beb6533aeaaa14008c9291,completed,,5
60000293,56bf3e803aeaaa14008c9588,completed,,10
60000294,56bf3e803aeaaa14008c9589,completed,,10
60000295,56bf3e803aeaaa14008c958b,completed,,13
60000296,56d6fea90d65d214001982ae,completed,,3
60000297,56d6fea90d65d214001982af,completed,,10
60000298,56d6fea90d65d214001982b0,completed,,16
60000299,56d6fea90d65d214001982b2,completed,,5
60000300,56d99da8dc89441400fdb5fd,completed,,10
60000301,56d99da8dc89441400fdb5ff,completed,,16
60000302,56d99da8dc89441400fdb600,completed,,26
60000303,56beb6f23aeaaa14008c92a1,completed,,16
60000304,56beb6f23aeaaa14008c92a2,completed,,17
60000305,56beb6f23aeaaa14008c92a3,completed,,3
60000306,56beb6f23aeaaa14008c92a4,completed,,1
60000307,56beb6f23aeaaa14008c92a5,completed,,5
60000308,56bf34293aeaaa14008c9559,completed,,16
60000309,56bf34293aeaaa14008c955a,completed,,5
60000310,56bf34293aeaaa14008c955b,completed,,3
60000311,56d701280d65d214001982b8,completed,,16
60000312,56d701280d65d214001982ba,completed,,17
60000313,56d701280d65d214001982bc,completed,,1
60000314,56d99e78dc89441400fdb616,completed,,16
60000315,56d99e78dc89441400fdb618,completed,,5
60000316,56d99e78dc89441400fdb619,completed,,16
60000317,56d99e78dc89441400fdb61a,completed,,3
60000318,56beb7953aeaaa14008c92ab,completed,,19
60000319,56beb7953aeaaa14008c92ac,completed,,2
60000320,56beb7953aeaaa14008c92ad,completed,,20
60000321,56beb7953aeaaa14008c92ae,completed,,5
60000322,56beb7953aeaaa14008c92af,completed,,10
60000323,56bf36b93aeaaa14008c9561,completed,,7
60000324,56bf36b93aeaaa14008c9562,completed,,5
60000325,56bf36b93aeaaa14008c9563,completed,,20
60000326,56bf36b93aeaaa14008c9564,completed,,2
60000327,56bf36b93aeaaa14008c9565,completed,,7
60000328,56d7018a0d65d214001982c2,completed,,19
60000329,56d7018a0d65d214001982c3,completed,,2
60000330,56d7018a0d65d214001982c5,completed,,20
60000331,56d99f99dc89441400fdb628,completed,,19
60000332,56d99f99dc89441400fdb629,completed,,20
60000333,56d99f99dc89441400fdb62c,completed,,2
60000334,56beb7fd3aeaaa14008c92b5,completed,,12
60000335,56beb7fd3aeaaa14008c92b6,completed,,10
60000336,56beb7fd3aeaaa14008c92b7,completed,,5
60000337,56beb7fd3aeaaa14008c92b8,completed,,2
60000338,56bf3a223aeaaa14008c9575,completed,,9
60000339,56bf3a223aeaaa14008c9576,completed,,3
60000340,56bf3a223aeaaa14008c9577,completed,,2
60000341,56bf3a223aeaaa14008c9579,completed,,10
60000342,56d703d10d65d214001982d6,completed,,1
60000343,56d703d10d65d214001982d7,completed,,10
60000344,56d703d10d65d214001982d8,completed,,2
60000345,56d9a026dc89441400fdb632,completed,,12
60000346,56beb86b3aeaaa14008c92bd,completed,,2
60000347,56beb86b3aeaaa14008c92be,completed,,10
60000348,56beb86b3aeaaa14008c92bf,completed,,2
60000349,56beb86b3aeaaa14008c92c0,completed,,67
60000350,56beb86b3aeaaa14008c92c1,completed,,7
60000351,56bf3fd53aeaaa14008c9591,completed,,7
60000352,56bf3fd53aeaaa14008c9592,completed,,10
60000353,56bf3fd53aeaaa14008c9593,completed,,2
60000354,56bf3fd53aeaaa14008c9594,completed,,10
60000355,56bf3fd53aeaaa14008c9595,completed,,1
60000356,56d704430d65d214001982de,completed,,1
60000357,56d704430d65d214001982e0,completed,,14
60000358,56d704430d65d214001982e1,completed,,10
60000359,56d704430d65d214001982e2,completed,,6
60000360,56d9a0eadc89441400fdb63e,completed,,14
60000361,56d9a0eadc89441400fdb63f,completed,,2
60000362,56d9a0eadc89441400fdb640,completed,,10
60000363,56beb90c3aeaaa14008c92c7,completed,,4
60000364,56beb90c3aeaaa14008c92c8,completed,,4
60000365,56beb90c3aeaaa14008c92c9,completed,,2
60000366,56beb90c3aeaaa14008c92ca,completed,,20
60000367,56beb90c3aeaaa14008c92cb,completed,,10
60000368,56bf41013aeaaa14008c959b,completed,,7
60000369,56bf41013aeaaa14008c959c,completed,,6
60000370,56bf41013aeaaa14008c959d,completed,,2
60000371,56bf41013aeaaa14008c959e,completed,,11
60000372,56d7096b0d65d214001982fc,completed,,4
60000373,56d7096b0d65d214001982fd,completed,,4
60000374,56d7096b0d65d214001982fe,completed,,10
60000375,56d9a199dc89441400fdb647,completed,,4
60000376,56d9a199dc89441400fdb648,completed,,2
60000377,56d9a199dc89441400fdb649,completed,,20
60000378,56beb97c3aeaaa14008c92db,completed,,2
60000379,56beb97c3aeaaa14008c92dc,completed,,13
60000380,56beb97c3aeaaa14008c92dd,completed,,10
60000381,56beb97c3aeaaa14008c92de,completed,,5
60000382,56beb97c3aeaaa14008c92df,completed,,7
60000383,56bf6c3e3aeaaa14008c9615,completed,,10
60000384,56bf6c3e3aeaaa14008c9617,completed,,5
60000385,56d709ef0d65d21400198306,completed,,12
60000386,56d709ef0d65d21400198307,completed,,2
60000387,56beba103aeaaa14008c92e5,completed,,13
60000388,56beba103aeaaa14008c92e6,completed,,23
60000389,56beba103aeaaa14008c92e7,completed,,9
60000390,56beba103aeaaa14008c92e8,completed,,16
60000391,56beba103aeaaa14008c92e9,completed,,6
60000392,56bf467d3aeaaa14008c95a5,completed,,13
60000393,56bf467d3aeaaa14008c95a6,completed,,6
60000394,56bf467d3aeaaa14008c95a7,completed,,23
60000395,56d70adc0d65d21400198311,completed,,13
60000396,56d70adc0d65d21400198312,completed,,74
60000397,56d70adc0d65d21400198313,completed,,23
60000398,56d70adc0d65d21400198314,completed,,6
60000399,56d9a419dc89441400fdb678,completed,,13
60000400,56d9a419dc89441400fdb679,completed,,13
60000401,56bebad93aeaaa14008c92f9,completed,,7
60000402,56bebad93aeaaa14008c92fa,completed,,5
60000403,56bebad93aeaaa14008c92fb,completed,,15
60000404,56bebad93aeaaa14008c92fc,completed,,5
60000405,56bebad93aeaaa14008c92fd,completed,,17
60000406,56bf48cc3aeaaa14008c95ab,completed,,17
60000407,56bf48cc3aeaaa14008c95ac,completed,,5
60000408,56bf48cc3aeaaa14008c95ae,completed,,15
60000409,56bf48cc3aeaaa14008c95af,completed,,5
60000410,56d70ccc0d65d2140019831d,completed,,5
60000411,56d70ccc0d65d2140019831f,completed,,19
60000412,56d9a637dc89441400fdb697,completed,,17
60000413,56d9a637dc89441400fdb698,completed,,4
60000414,56d9a637dc89441400fdb699,completed,,6
60000415,56d9a637dc89441400fdb69a,completed,,16
60000416,56bebb293aeaaa14008c9303,completed,,19
60000417,56bebb293aeaaa14008c9304,completed,,19
60000418,56bebb293aeaaa14008c9305,completed,,8
60000419,56bebb293aeaaa14008c9306,completed,,11
60000420,56bf49993aeaaa14008c95b5,completed,,17
60000421,56bf49993aeaaa14008c95b6,completed,,17
60000422,56bf49993aeaaa14008c95b7,completed,,14
60000423,56bf49993aeaaa14008c95b8,completed,,19
60000424,56d70d240d65d21400198326,completed,,14
60000425,56d70d240d65d21400198327,completed,,17
60000426,56d70d240d65d21400198328,completed,,19
60000427,56d70d240d65d21400198329,completed,,20
60000428,56d9a6b4dc89441400fdb6a0,completed,,32
60000429,56d9a6b4dc89441400fdb6a1,completed,,17
60000430,56d9a6b4dc89441400fdb6a2,completed,,19
60000431,56d9a6b4dc89441400fdb6a3,completed,,20
60000432,56bebbbf3aeaaa14008c9315,completed,,12
60000433,56bebbbf3aeaaa14008c9316,completed,,12
60000434,56bebbbf3aeaaa14008c9317,completed,,12
60000435,56bebbbf3aeaaa14008c9318,completed,,14
60000436,56bebbbf3aeaaa14008c9319,completed,,14
60000437,56bf4e1b3aeaaa14008c95bd,completed,,4
60000438,56bf4e1b3aeaaa14008c95be,completed,,2
60000439,56bf4e1b3aeaaa14008c95c0,completed,,1
60000440,56bf4e1b3aeaaa14008c95c1,completed,,4
60000441,56d70daa0d65d21400198332,completed,,12
60000442,56d70daa0d65d21400198333,completed,,15
60000443,56d70daa0d65d21400198334,completed,,1
60000444,56d70daa0d65d21400198335,completed,,4
60000445,56d70daa0d65d21400198336,completed,,2
60000446,56d9a7addc89441400fdb6a8,completed,,15
60000447,56d9a7addc89441400fdb6ab,completed,,2
60000448,56bebc383aeaaa14008c931f,completed,,4
60000449,56bebc383aeaaa14008c9320,completed,,6
60000450,56bebc383aeaaa14008c9321,completed,,12
60000451,56bf52483aeaaa14008c95c7,completed,,4
60000452,56bf52483aeaaa14008c95c8,completed,,4
60000453,56d70e570d65d2140019833c,completed,,17
60000454,56d70e570d65d2140019833e,completed,,14
60000455,56d70e570d65d2140019833f,completed,,12
60000456,56d9b01fdc89441400fdb6d4,completed,,4
60000457,56bebcbe3aeaaa14008c9325,completed,,14
60000458,56bebcbe3aeaaa14008c9326,completed,,13
60000459,56bebcbe3aeaaa14008c9327,completed,,6
60000460,56bebcbe3aeaaa14008c9328,completed,,8
60000461,56bebcbe3aeaaa14008c9329,completed,,10
60000462,56bf53e73aeaaa14008c95cb,completed,,9
60000463,56bf53e73aeaaa14008c95cc,completed,,6
60000464,56bf53e73aeaaa14008c95cd,completed,,14
60000465,56bf53e73aeaaa14008c95ce,completed,,15
60000466,56d7145c0d65d2140019834c,completed,,14
60000467,56d7145c0d65d2140019834d,completed,,15
60000468,56d7145c0d65d2140019834f,completed,,6
60000469,56d9b389dc89441400fdb6ec,completed,,15
60000470,56d9b389dc89441400fdb6ed,completed,,13
60000471,56d9b389dc89441400fdb6ee,completed,,26
60000472,56d9b389dc89441400fdb6ef,completed,,10
60000473,56d9b389dc89441400fdb6f0,completed,,18
60000474,56bebd713aeaaa14008c932f,completed,,22
60000475,56bebd713aeaaa14008c9330,completed,,9
60000476,56bebd713aeaaa14008c9331,completed,,8
60000477,56bf555e3aeaaa14008c95d3,completed,,9
60000478,56bf555e3aeaaa14008c95d4,completed,,9
60000479,56bf555e3aeaaa14008c95d5,completed,,12
60000480,56d714cd0d65d21400198356,completed,,39
60000481,56d714cd0d65d21400198358,completed,,25
60000482,56d714cd0d65d21400198359,completed,,12
60000483,56d9b43edc89441400fdb700,completed,,10
60000484,56d9b43edc89441400fdb701,completed,,12
60000485,56bebde53aeaaa14008c9335,completed,,16
60000486,56bebde53aeaaa14008c9336,completed,,7
60000487,56bebde53aeaaa14008c9337,completed,,22
60000488,56bebde53aeaaa14008c9338,completed,,8
60000489,56bebde53aeaaa14008c9339,completed,,18
60000490,56bf57043aeaaa14008c95d9,completed,,7
60000491,56bf57043aeaaa14008c95da,completed,,6
60000492,56bf57043aeaaa14008c95db,completed,,24
60000493,56bf57043aeaaa14008c95dc,completed,,10
60000494,56bf57043aeaaa14008c95dd,completed,,8
60000495,56d71bd80d65d2140019835e,completed,,35
60000496,56d71bd80d65d21400198360,completed,,24
60000497,56d71bd80d65d21400198361,completed,,22
60000498,56d71bd80d65d21400198362,completed,,18
60000499,56d9b4ebdc89441400fdb708,completed,,14
60000500,56d9b4ebdc89441400fdb709,completed,,24
60000501,56d9b4ebdc89441400fdb70a,completed,,22
60000502,56d9b4ebdc89441400fdb70b,completed,,18
60000503,56d9b4ebdc89441400fdb70c,completed,,16
60000504,56bebe873aeaaa14008c933f,completed,,16
60000505,56bebe873aeaaa14008c9340,completed,,11
60000506,56bebe873aeaaa14008c9341,completed,,14
60000507,56bebe873aeaaa14008c9342,completed,,3
60000508,56bebe873aeaaa14008c9343,completed,,7
60000509,56bf59523aeaaa14008c95e3,completed,,28
60000510,56bf59523aeaaa14008c95e4,completed,,11
60000511,56bf59523aeaaa14008c95e5,completed,,16
60000512,56d71cb60d65d21400198368,completed,,16
60000513,56d9b5ffdc89441400fdb720,completed,,16
60000514,56d9b5ffdc89441400fdb721,completed,,11
60000515,56bebec43aeaaa14008c9349,completed,,3
60000516,56bebec43aeaaa14008c934a,completed,,7
60000517,56bf5abc3aeaaa14008c95e9,completed,,3
60000518,56bf5abc3aeaaa14008c95ea,completed,,7
60000519,56d71d150d65d2140019836e,completed,,31
60000520,56d71d150d65d2140019836f,completed,,9
60000521,56d71d150d65d21400198370,completed,,7
60000522,56d9b6a3dc89441400fdb72f,completed,,3
60000523,56d9b6a3dc89441400fdb730,completed,,7
60000524,56bec0353aeaaa14008c934d,completed,,14
60000525,56bec0353aeaaa14008c934e,completed,,2
60000526,56bec0353aeaaa14008c934f,completed,,5
60000527,56bec0353aeaaa14008c9350,completed,,13
60000528,56bec0353aeaaa14008c9351,completed,,13
60000529,56bf5b933aeaaa14008c95ed,completed,,21
60000530,56bf5b933aeaaa14008c95ef,completed,,13
60000531,56bf5b933aeaaa14008c95f1,completed,,13
60000532,56d71d9d0d65d21400198374,completed,,21
60000533,56d71d9d0d65d21400198377,completed,,13
60000534,56bec0dd3aeaaa14008c9357,completed,,3
