doc_id,endpoint_index,status,error,submitted_at_s,started_at_s,completed_at_s,input_tokens,output_tokens,output_text,finish_reason
60000083,0,completed,,1785991311.8625329,1785991312.0184119,1785991312.1995902,161,7,Beyoncé and Bruno Mars,stop
60000085,0,completed,,1785991311.8625367,1785991312.018864,1785991312.1419978,160,2,CBS,stop
60000089,0,completed,,1785991311.8625398,1785991312.0193079,1785991312.1445384,157,3,Coldplay,stop
60000093,0,completed,,1785991311.8625433,1785991312.0197582,1785991312.1589801,166,4,third-most watched,stop
60000095,0,completed,,1785991311.8625462,1785991312.020189,1785991312.1812208,158,4,$5 million,stop
60000096,0,completed,,1785991311.8625493,1785991312.0206254,1785991312.1808121,158,3,Coldplay,stop
60000097,0,completed,,1785991311.8625517,1785991312.0210412,1785991312.2215638,159,7,Beyoncé and Bruno Mars,stop
60000098,0,completed,,1785991311.8625546,1785991312.02145,1785991312.144371,153,2,CBS,stop
60000099,0,completed,,1785991311.8625572,1785991312.021858,1785991312.1614933,158,3,Coldplay,stop
60000100,0,completed,,1785991311.862566,1785991312.0334952,1785991312.1814556,156,4,Beyoncé,stop
60000105,0,completed,,1785991311.8625748,1785991312.0340252,1785991312.199961,157,4,Bruno Mars,stop
60000106,0,completed,,1785991311.8625777,1785991312.0344784,1785991312.1802838,113,4,Roger Goodell,stop
60000108,0,completed,,1785991311.8625803,1785991312.0349245,1785991312.199417,124,5,2012,stop
60000109,0,completed,,1785991311.8625827,1785991312.0353475,1785991312.1804543,110,4,Roger Goodell,stop
60000111,0,completed,,1785991311.8625858,1785991312.035788,1785991312.18101,115,4,Roger Goodell,stop
60000112,0,completed,,1785991311.862589,1785991312.0362053,1785991312.1765182,108,4,Roger Goodell,stop
60000116,0,completed,,1785991311.8625917,1785991312.050853,1785991312.2176695,118,5,2012,stop
60000117,0,completed,,1785991311.8625946,1785991312.0532365,1785991312.2555842,105,7,Mercedes-Benz Superdome,stop
60000120,0,completed,,1785991311.8625977,1785991312.053649,1785991312.1975365,107,4,Sun Life Stadium,stop
60000122,0,completed,,1785991311.8626006,1785991312.0540059,1785991312.2217367,112,5,Levi's Stadium,stop
60000123,0,completed,,1785991311.8626032,1785991312.0543382,1785991312.2580016,113,7,Mercedes-Benz Superdome,stop
60000125,0,completed,,1785991311.862609,1785991312.055765,1785991312.4188707,102,15,"Mercedes-Benz Superdome, Sun Life Stadium, Levi's Stadium",stop
60000126,0,completed,,1785991311.8626118,1785991312.0561938,1785991312.161201,107,2,3,stop
60000129,0,completed,,1785991311.8626142,1785991312.056585,1785991312.2219193,99,5,San Francisco Bay Area,stop
60000131,0,completed,,1785991311.862617,1785991312.0569696,1785991312.1997721,102,4,Sun Life Stadium,stop
60000133,0,completed,,1785991311.8626196,1785991312.0619938,1785991312.222116,106,5,Levi's Stadium,stop
60000135,0,completed,,1785991311.8626223,1785991312.0624452,1785991312.1806266,224,3,10,stop
60000136,0,completed,,1785991311.8626277,1785991312.0628452,1785991312.221392,225,5,Super Bowl XLIV,stop
60000138,0,completed,,1785991311.8626306,1785991312.0973234,1785991312.2334208,222,5,1985,stop
60000139,0,completed,,1785991311.8626335,1785991312.0978856,1785991312.222328,219,4,Sun Life Stadium,stop
60000140,0,completed,,1785991311.862636,1785991312.1438625,1785991312.3927507,215,11,"October 16, 2012",stop
60000141,0,completed,,1785991311.8626444,1785991312.1447556,1785991312.2578223,220,4,Stanford Stadium,stop
60000142,0,completed,,1785991311.8626473,1785991312.1451359,1785991312.391988,227,10,"May 3, 2013",stop
60000143,0,completed,,1785991311.86265,1785991312.1454833,1785991312.299621,226,5,2010,stop
60000144,0,completed,,1785991311.8626523,1785991312.1602778,1785991312.2343063,225,2,1,stop
60000147,0,completed,,1785991311.8626552,1785991312.1615477,1785991312.255976,238,3,Florida legislature,stop
60000148,0,completed,,1785991311.8626578,1785991312.1619122,1785991312.2990484,224,5,1985,stop
60000149,0,completed,,1785991311.8626635,1785991312.1797304,1785991312.296523,220,3,New Orleans,stop
60000154,0,completed,,1785991311.8626661,1785991312.181504,1785991312.2994225,237,3,Florida legislature,stop
60000155,0,completed,,1785991311.862669,1785991312.1819491,1785991312.4472902,163,11,"May 21, 2013",stop
60000156,0,completed,,1785991311.8626716,1785991312.182348,1785991312.2992225,159,3,NFL owners,stop
60000157,0,completed,,1785991311.8626742,1785991312.1827295,1785991312.335047,154,5,2014,stop
60000160,0,completed,,1785991311.8626766,1785991312.183105,1785991312.2716181,159,2,Boston,stop
60000161,0,completed,,1785991311.8626792,1785991312.183484,1785991312.447822,162,11,"May 21, 2013",stop
60000162,0,completed,,1785991311.8626819,1785991312.1838472,1785991312.3468685,158,6,$1.2 billion,stop
60000163,0,completed,,1785991311.8626878,1785991312.1989026,1785991312.3488092,164,6,Super Bowl XXXVII,stop
60000166,0,completed,,1785991311.8626902,1785991312.200009,1785991312.3324351,158,5,2014,stop
60000169,0,completed,,1785991311.862693,1785991312.200398,1785991312.3489754,163,6,Super Bowl XXXVII,stop
60000170,0,completed,,1785991311.862696,1785991312.2007542,1785991312.4474692,163,11,"May 21, 2013",stop
60000173,0,completed,,1785991311.8626983,1785991312.2010865,1785991312.29888,167,2,Boston,stop
60000174,0,completed,,1785991311.862701,1785991312.2208784,1785991312.4846153,160,11,"May 21, 2013",stop
60000175,0,completed,,1785991311.8627062,1785991312.2223737,1785991312.372922,154,5,2014,stop
60000176,0,completed,,1785991311.8627121,1785991312.2227905,1785991312.3929727,155,6,$1.2 billion,stop
60000182,0,completed,,1785991311.8627148,1785991312.2231646,1785991312.393214,208,6,Super Bowl XLVIII,stop
60000183,0,completed,,1785991311.8627176,1785991312.2235558,1785991312.3347094,212,3,John Fox,stop
60000185,0,completed,,1785991311.8627205,1785991312.223934,1785991312.3348763,214,3,10,stop
60000186,0,completed,,1785991311.862723,1785991312.224305,1785991312.3921614,211,6,Super Bowl XXXVIII,stop
60000200,0,completed,,1785991311.8627257,1785991312.233785,1785991312.3491507,261,4,Carolina Panthers,stop
60000204,0,completed,,1785991311.8627279,1785991312.2343562,1785991312.3725193,268,5,1978,stop
60000206,0,completed,,1785991311.8627305,1785991312.2569554,1785991312.4151165,267,5,2011,stop
60000207,0,completed,,1785991311.8627331,1785991312.2573407,1785991312.392539,266,4,torn ACL,stop
60000208,0,completed,,1785991311.8627355,1785991312.258053,1785991312.3923442,267,4,Kelvin Benjamin,stop
60000211,0,completed,,1785991311.862738,1785991312.258421,1785991312.3748484,263,3,10,stop
60000212,0,completed,,1785991311.8627434,1785991312.27106,1785991312.388405,263,4,Carolina Panthers,stop
60000213,0,completed,,1785991311.8627458,1785991312.2716672,1785991312.4185321,271,5,1978,stop
60000216,0,completed,,1785991311.8627508,1785991312.2983623,1785991312.3918164,389,2,6,stop
60000217,0,completed,,1785991311.8627534,1785991312.299666,1785991312.4192526,387,3,45,stop
60000219,0,completed,,1785991311.8627558,1785991312.300072,1785991312.4186974,390,3,27,stop
60000220,0,completed,,1785991311.8627586,1785991312.300461,1785991312.4194808,387,3,Greg Olsen,stop
60000224,0,completed,,1785991311.8627613,1785991312.3008225,1785991312.3934712,389,2,receiver,stop
60000229,0,completed,,1785991311.8627641,1785991312.301166,1785991312.4190538,391,3,45,stop
60000234,0,completed,,1785991311.8627665,1785991312.3341959,1785991312.4869146,391,5,99.4,stop
60000237,0,completed,,1785991311.8627691,1785991312.3350937,1785991312.4642754,322,4,136,stop
60000238,0,completed,,1785991311.8627717,1785991312.335495,1785991312.4626284,324,4,118,stop
60000241,0,completed,,1785991311.8627768,1785991312.3358397,1785991312.447641,329,3,24,stop
60000243,0,completed,,1785991311.8627794,1785991312.3482857,1785991312.4256277,325,2,4,stop
60000244,0,completed,,1785991311.862782,1785991312.3491998,1785991312.4260633,323,2,4,stop
60000246,0,completed,,1785991311.8627841,1785991312.349568,1785991312.4449384,329,3,24,stop
60000249,0,completed,,1785991311.8627868,1785991312.3499305,1785991312.4258456,329,2,2,stop
60000250,0,completed,,1785991311.8627894,1785991312.3738365,1785991312.5316749,497,5,Gary Kubiak,stop
60000251,0,completed,,1785991311.862792,1785991312.3743453,1785991312.5486815,501,6,Brock Osweiler,stop
60000252,0,completed,,1785991311.8627968,1785991312.3749056,1785991312.5046892,498,4,Indianapolis Colts,stop
60000253,0,completed,,1785991311.8628016,1785991312.3912244,1785991312.5280144,502,4,San Diego Chargers,stop
60000254,0,completed,,1785991311.8628042,1785991312.3935192,1785991312.5313106,495,4,Wade Phillips,stop
60000255,0,completed,,1785991311.8628066,1785991312.3940096,1785991312.486749,502,2,4,stop
60000256,0,completed,,1785991311.862812,1785991312.394469,1785991312.5691357,508,5,Gary Kubiak,stop
60000258,0,completed,,1785991311.8628144,1785991312.3949077,1785991312.5314922,500,3,39,stop
60000259,0,completed,,1785991311.862817,1785991312.3953435,1785991312.7464397,512,14,partial tear of the plantar fasciitis in his left foot,stop
60000265,0,completed,,1785991311.8628194,1785991312.3957922,1785991312.5311406,504,3,John Fox,stop
60000266,0,completed,,1785991311.8628218,1785991312.3962123,1785991312.595305,515,5,Peyton Manning,stop
60000267,0,completed,,1785991311.8628244,1785991312.3966246,1785991312.5669103,501,5,Gary Kubiak,stop
60000269,0,completed,,1785991311.8628268,1785991312.3970323,1785991312.5484004,503,4,Wade Phillips,stop
60000270,0,completed,,1785991311.8628292,1785991312.4179854,1785991312.59311,317,5,67.9,stop
60000271,0,completed,,1785991311.8628316,1785991312.4195278,1785991312.54886,317,3,17,stop
60000274,0,completed,,1785991311.8628402,1785991312.4199524,1785991312.5490491,319,3,10,stop
60000276,0,completed,,1785991311.8628454,1785991312.4203413,1785991312.593497,314,5,2249,stop
60000278,0,completed,,1785991311.8628478,1785991312.420715,1785991312.594441,319,5,Demaryius Thomas,stop
60000280,0,completed,,1785991311.86285,1785991312.4210768,1785991312.5932984,319,5,67.9,stop
60000282,0,completed,,1785991311.8628526,1785991312.4214303,1785991312.6092646,317,5,Demaryius Thomas,stop
60000284,0,completed,,1785991311.8628578,1785991312.4266348,1785991312.5939367,321,5,67.9,stop
60000285,0,completed,,1785991311.8628602,1785991312.4271123,1785991312.569319,320,3,17,stop
60000286,0,completed,,1785991311.862863,1785991312.427514,1785991312.5687947,325,4,Emmanuel Sanders,stop
60000288,0,completed,,1785991311.862924,1785991312.4467778,1785991312.5880406,323,4,4.7,stop
60000292,0,completed,,1785991311.8629262,1785991312.4478693,1785991312.5452816,232,2,three,stop
60000294,0,completed,,1785991311.8629289,1785991312.4482656,1785991312.5929227,230,4,linebacker,stop
60000295,0,completed,,1785991311.8629317,1785991312.4486241,1785991312.5941803,231,4,defensive end,stop
60000296,0,completed,,1785991311.8629346,1785991312.448965,1785991312.593708,234,4,296,stop
60000298,0,completed,,1785991311.8629367,1785991312.4633462,1785991312.5689657,229,3,Brandon Marshall,stop
60000300,0,completed,,1785991311.8629394,1785991312.4643686,1785991312.5947142,238,4,Von Miller,stop
60000301,0,completed,,1785991311.8629417,1785991312.4862525,1785991312.5884392,240,3,Brandon Marshall,stop
60000302,0,completed,,1785991311.862944,1785991312.4869635,1785991312.6660342,233,7,"Derek Wolfe, Malik Jackson",stop
60000304,0,completed,,1785991311.8629463,1785991312.4873118,1785991312.5950036,150,3,Arizona Cardinals,stop
60000311,0,completed,,1785991311.862949,1785991312.5047245,1785991312.6095293,149,3,Seattle Seahawks,stop
60000313,0,completed,,1785991311.8629513,1785991312.5306427,1785991312.6258426,152,2,7,stop
60000314,0,completed,,1785991311.8629537,1785991312.531721,1785991312.643429,150,3,Seattle Seahawks,stop
60000317,0,completed,,1785991311.862956,1785991312.5321004,1785991312.6666763,154,4,487,stop
60000320,0,completed,,1785991311.862961,1785991312.532444,1785991312.666446,166,4,New England Patriots,stop
60000321,0,completed,,1785991311.8629663,1785991312.5327747,1785991312.7054083,170,6,20–18,stop
60000322,0,completed,,1785991311.8629687,1785991312.5475602,1785991312.6656656,180,4,17 seconds,stop
60000323,0,completed,,1785991311.862971,1785991312.5490963,1785991312.6438348,173,3,Broncos,stop
60000324,0,completed,,1785991311.862974,1785991312.5494883,1785991312.706101,173,6,23–16,stop
60000325,0,completed,,1785991311.8629763,1785991312.5498476,1785991312.6662347,166,4,New England Patriots,stop
60000326,0,completed,,1785991311.862981,1785991312.5501866,1785991312.6658468,178,3,17,stop
60000327,0,completed,,1785991311.8629837,1785991312.5682762,1785991312.6627817,174,3,Manning,stop
60000328,0,completed,,1785991311.8629863,1785991312.5693674,1785991312.7213833,170,5,Pittsburgh Steelers,stop
60000329,0,completed,,1785991311.8629887,1785991312.5697565,1785991312.682438,176,3,11,stop
60000333,0,completed,,1785991311.862992,1785991312.5701103,1785991312.684617,177,3,17,stop
60000336,0,completed,,1785991311.8629947,1785991312.5704403,1785991312.6629412,132,2,Three,stop
60000337,0,completed,,1785991311.8629975,1785991312.5920312,1785991312.7025154,130,3,11,stop
60000338,0,completed,,1785991311.863,1785991312.5924504,1785991312.7221174,139,3,ACL tears,stop
60000339,0,completed,,1785991311.8630025,1785991312.5953538,1785991312.6847887,132,2,arm,stop
60000342,0,completed,,1785991311.863005,1785991312.5958626,1785991312.6844509,131,2,3,stop
60000343,0,completed,,1785991311.8630075,1785991312.5963287,1785991312.725324,130,3,broken arm,stop
60000344,0,completed,,1785991311.86301,1785991312.5967917,1785991312.7219179,140,3,11,stop
60000345,0,completed,,1785991311.8630157,1785991312.597252,1785991312.70568,130,3,Thomas Davis,stop
60000347,0,completed,,1785991311.863021,1785991312.5976982,1785991312.7439408,151,4,John Elway,stop
60000348,0,completed,,1785991311.863023,1785991312.5981364,1785991312.7217314,149,3,38,stop
60000349,0,completed,,1785991311.8630283,1785991312.5985775,1785991312.8593369,147,10,Executive Vice President of Football Operations and General Manager,stop
60000350,0,completed,,1785991311.8630311,1785991312.5990162,1785991312.7258224,147,3,Broncos,stop
60000351,0,completed,,1785991311.8630333,1785991312.5994601,1785991312.7255719,145,3,Broncos,stop
60000353,0,completed,,1785991311.863036,1785991312.5998933,1785991312.7188141,147,3,38,stop
60000356,0,completed,,1785991311.8630385,1785991312.6099298,1785991312.7059095,148,2,2,stop
60000358,0,completed,,1785991311.8630407,1785991312.6104019,1785991312.7462707,150,4,John Elway,stop
60000359,0,completed,,1785991311.8630433,1785991312.6258862,1785991312.7215564,148,3,XXXIII,stop
60000360,0,completed,,1785991311.8630457,1785991312.643903,1785991312.7837145,150,5,Peyton Manning,stop
60000361,0,completed,,1785991311.8630478,1785991312.6446297,1785991312.746616,147,3,39,stop
60000362,0,completed,,1785991311.8630502,1785991312.6648066,1785991312.7991846,152,4,John Elway,stop
60000365,0,completed,,1785991311.863053,1785991312.6652005,1785991312.7841032,187,3,26,stop
60000366,0,completed,,1785991311.863056,1785991312.666725,1785991312.904134,190,9,13 years and 48 days,stop
60000368,0,completed,,1785991311.863061,1785991312.6671453,1785991312.783351,195,3,Manning,stop
60000369,0,completed,,1785991311.8630662,1785991312.667553,1785991312.755763,196,2,Newton,stop
60000370,0,completed,,1785991311.8630683,1785991312.667934,1785991312.7805257,187,3,26,stop
60000374,0,completed,,1785991311.8630707,1785991312.6683018,1785991312.8006327,190,4,Von Miller,stop
60000375,0,completed,,1785991311.8630757,1785991312.6686747,1785991312.822352,188,5,2011,stop
60000381,0,completed,,1785991311.8630784,1785991312.6838124,1785991312.7843149,125,3,Elway,stop
60000384,0,completed,,1785991311.863081,1785991312.6848345,1785991312.7839031,127,3,Elway,stop
60000385,0,completed,,1785991311.8630834,1785991312.6852055,1785991312.7835362,127,3,Not provided,stop
60000389,0,completed,,1785991311.8630857,1785991312.685546,1785991312.80047,252,4,Ed Mangan,stop
60000390,0,completed,,1785991311.8630884,1785991312.7045896,1785991312.8358564,251,4,Baltimore Ravens,stop
60000392,0,completed,,1785991311.8630936,1785991312.7061481,1785991312.8230796,259,3,Justin Tucker,stop
60000395,0,completed,,1785991311.863096,1785991312.7065372,1785991312.8225217,261,3,Justin Tucker,stop
60000398,0,completed,,1785991311.8630984,1785991312.706894,1785991312.8188636,266,3,cleats,stop
60000400,0,completed,,1785991311.8631012,1785991312.707238,1785991312.8228781,254,3,natural grass,stop
60000401,0,completed,,1785991311.863104,1785991312.7208323,1785991312.8375032,293,3,the Broncos,stop
60000402,0,completed,,1785991311.8631063,1785991312.7231772,1785991312.903752,292,6,34-19,stop
60000408,0,completed,,1785991311.8631089,1785991312.7236166,1785991312.837728,295,3,Atlanta Falcons,stop
60000410,0,completed,,1785991311.8631115,1785991312.7239954,1785991312.822696,294,2,white,stop
60000412,0,completed,,1785991311.8631136,1785991312.724381,1785991312.8797536,294,5,Super Bowl XXXIII,stop
60000415,0,completed,,1785991311.8631163,1785991312.7247505,1785991312.8576524,298,4,black and silver,stop
60000417,0,completed,,1785991311.8631186,1785991312.7260075,1785991312.8595195,95,4,Stanford University,stop
60000422,0,completed,,1785991311.8631217,1785991312.7263966,1785991312.8596888,98,4,San Jose State,stop
60000428,0,completed,,1785991311.8631268,1785991312.7267675,1785991312.9017177,98,6,San Jose State practice facility,stop
60000429,0,completed,,1785991311.8631294,1785991312.7457495,1785991312.8795083,93,4,San Jose Marriott,stop
60000433,0,completed,,1785991311.8631318,1785991312.7466633,1785991312.8842993,232,4,Super Bowl V,stop
60000434,0,completed,,1785991311.8631341,1785991312.7470489,1785991312.8786762,232,4,Jaime Weston,stop
60000435,0,completed,,1785991311.863137,1785991312.7474074,1785991312.9043398,233,5,Super Bowl XLV,stop
60000437,0,completed,,1785991311.8631396,1785991312.7557943,1785991312.9039404,246,5,2014,stop
60000439,0,completed,,1785991311.8631418,1785991312.78284,1785991312.8783305,245,2,L,stop
60000440,0,completed,,1785991311.8631473,1785991312.7843626,1785991312.8792713,235,2,gold,stop
60000443,0,completed,,1785991311.8631554,1785991312.7847912,1785991312.8788583,230,2,L,stop
60000444,0,completed,,1785991311.8631606,1785991312.7851748,1785991312.879058,234,2,Gold,stop
60000445,0,completed,,1785991311.8631632,1785991312.7855456,1785991312.884001,235,2,LI,stop
60000446,0,completed,,1785991311.8631654,1785991312.7859123,1785991312.9320717,236,5,Arabic numerals,stop
60000449,0,completed,,1785991311.863168,1785991312.786265,1785991312.9166868,185,4,week 7,stop
60000451,0,completed,,1785991311.8631728,1785991312.7999623,1785991312.8741553,200,2,Gold,stop
60000452,0,completed,,1785991311.8631754,1785991312.8006783,1785991312.878503,194,2,Gold,stop
60000453,0,completed,,1785991311.863178,1785991312.8010232,1785991312.9165123,186,4,Golden Super Bowl,stop
60000456,0,completed,,1785991311.8631804,1785991312.8218431,1785991312.9143162,190,2,gold,stop
60000459,0,completed,,1785991311.8631828,1785991312.8231277,1785991312.931904,194,3,Ed Lee,stop
60000463,0,completed,,1785991311.8631887,1785991312.8235543,1785991312.9322417,201,3,Ed Lee,stop
60000464,0,completed,,1785991311.8631914,1785991312.8239243,1785991312.9511921,201,4,Moscone Center,stop
60000465,0,completed,,1785991311.8631935,1785991312.8242733,1785991312.9508502,225,4,Super Bowl City,stop
60000466,0,completed,,1785991311.8631961,1785991312.8246138,1785991312.9510157,201,4,Moscone Center,stop
60000467,0,completed,,1785991311.8631988,1785991312.836825,1785991312.9485748,200,4,Super Bowl City,stop
60000469,0,completed,,1785991311.8632014,1785991312.8377943,1785991312.950685,198,4,Super Bowl City,stop
60000470,0,completed,,1785991311.8632035,1785991312.838276,1785991312.9302433,204,3,Not specified,stop
60000475,0,completed,,1785991311.863206,1785991312.8588192,1785991312.9731903,164,3,2 million,stop
60000476,0,completed,,1785991311.8632085,1785991312.8597333,1785991312.9757123,163,3,one week,stop
60000477,0,completed,,1785991311.863211,1785991312.860105,1785991312.9758933,174,3,2 million,stop
60000478,0,completed,,1785991311.8632138,1785991312.8604403,1785991312.9932292,158,4,pep rally,stop
60000482,0,completed,,1785991311.8632162,1785991312.877797,1785991312.9908357,168,3,city council,stop
60000484,0,completed,,1785991311.8632212,1785991312.88049,1785991312.993061,170,3,city council,stop
60000485,0,completed,,1785991311.8632238,1785991312.8809595,1785991313.133043,147,10,"February 1, 2016",stop
60000487,0,completed,,1785991311.8632262,1785991312.8813791,1785991313.090156,145,7,SAP Center in San Jose,stop
60000489,0,completed,,1785991311.8632283,1785991312.8817902,1785991313.0334709,150,4,Golden Gate Bridge,stop
60000491,0,completed,,1785991311.863231,1785991312.8821902,1785991312.9735892,154,2,Monday,stop
60000493,0,completed,,1785991311.8632336,1785991312.8825777,1785991313.0332289,157,4,SAP Center,stop
60000494,0,completed,,1785991311.8632414,1785991312.882965,1785991313.014007,151,3,San Jose,stop
60000497,0,completed,,1785991311.863244,1785991312.8833458,1785991313.0930474,149,7,SAP Center in San Jose,stop
60000504,0,completed,,1785991311.8632467,1785991312.8844917,1785991313.0136483,154,3,Business Connect,stop
60000505,0,completed,,1785991311.863249,1785991312.884953,1785991313.049136,150,5,$40 million,stop
60000510,0,completed,,1785991311.8632517,1785991312.903168,1785991313.051946,147,5,$40 million,stop
60000511,0,completed,,1785991311.8632572,1785991312.9043915,1785991313.014201,147,3,through sponsors,stop
60000512,0,completed,,1785991311.8632596,1785991312.9048293,1785991313.0117283,157,3,Business Connect,stop
60000515,0,completed,,1785991311.8632624,1785991312.905233,1785991313.0305002,141,4,25%,stop
60000521,0,completed,,1785991311.863265,1785991312.9055915,1785991313.0337307,142,4,50 fund,stop
60000523,0,completed,,1785991311.8632674,1785991312.9153025,1785991313.032996,142,4,50 fund,stop
60000527,0,completed,,1785991311.8632696,1785991312.9167378,1785991313.0689697,147,6,Tiffany & Co.,stop
60000530,0,completed,,1785991311.8632722,1785991312.917123,1785991313.068442,153,6,18-karat gold,stop
60000531,0,completed,,1785991311.8632748,1785991312.9313982,1785991313.0899696,150,6,Tiffany & Co.,stop
60000532,0,completed,,1785991311.8632772,1785991312.9322863,1785991313.093434,154,6,Vince Lombardi Trophy,stop
60000533,0,completed,,1785991311.8632796,1785991312.9326408,1785991313.0932364,154,6,Tiffany & Co.,stop
60000534,0,completed,,1785991311.863285,1785991312.9329667,1785991313.0138264,214,2,CBS,stop
60000535,0,completed,,1785991311.863288,1785991312.9501684,1785991313.0661361,220,4,Phil Simms,stop
60000536,0,completed,,1785991311.8632903,1785991312.951238,1785991313.0928404,211,5,Tracy Wolfson,stop
60000537,0,completed,,1785991311.8632956,1785991312.9516356,1785991313.0522296,214,3,36,stop
60000538,0,completed,,1785991311.8632987,1785991312.9519832,1785991313.05243,220,3,5K,stop
60000547,0,completed,,1785991311.863301,1785991312.9523191,1785991313.1475663,214,8,Jim Nantz and Phil Simms,stop
60000549,0,completed,,1785991311.8633034,1785991312.9748454,1785991313.0686133,213,3,5K,stop
60000550,0,completed,,1785991311.863306,1785991312.9752343,1785991313.1298742,215,6,cameras and microphones,stop
60000552,0,completed,,1785991311.8633084,1785991312.9759445,1785991313.1051517,235,5,John Sutcliffe,stop
60000553,0,completed,,1785991311.8633108,1785991312.9762924,1785991313.1334114,235,5,Alvaro Martin,stop
60000554,0,completed,,1785991311.8633134,1785991312.9922054,1785991313.2420545,241,11,"December 28, 2015",stop
60000555,0,completed,,1785991311.8633158,1785991312.9932783,1785991313.0687847,236,2,Spanish,stop
60000558,0,completed,,1785991311.8633182,1785991312.9936268,1785991313.1332123,235,5,John Sutcliffe,stop
60000559,0,completed,,1785991311.8633258,1785991313.013111,1785991313.171173,235,5,ESPN Deportes,stop
60000560,0,completed,,1785991311.8633282,1785991313.014248,1785991313.2663212,239,10,Alvaro Martin and Raul Allegre,stop
60000561,0,completed,,1785991311.8633308,1785991313.0146494,1785991313.171764,240,5,John Sutcliffe,stop
60000564,0,completed,,1785991311.8633332,1785991313.0150251,1785991313.171564,139,5,CBSSports.com,stop
60000565,0,completed,,1785991311.8633356,1785991313.015404,1785991313.1472297,143,4,Xbox One,stop
60000566,0,completed,,1785991311.863338,1785991313.0322917,1785991313.1686482,142,5,Windows 10,stop
60000567,0,completed,,1785991311.8633406,1785991313.0337949,1785991313.171358,151,5,CBSSports.com,stop
60000571,0,completed,,1785991311.863343,1785991313.0342584,1785991313.1690347,143,4,Verizon Wireless,stop
60000576,0,completed,,1785991311.8633482,1785991313.034611,1785991313.2215788,139,7,The Late Show with Stephen Colbert,stop
60000578,0,completed,,1785991311.863351,1785991313.0349436,1785991313.2221012,141,7,The Late Show with Stephen Colbert,stop
