phase,repeat_index,variant,processor_class,processor_backend,processor_output_kind,batch_size,rows,cpu_preprocess_s,actor_service_s,actor_call_wall_s,profiled_e2e_s,images_per_s,work_units,cosine_to_production_mean,cosine_to_production_min,max_abs_to_production,model_revision,processor_revision,dtype,normalized,dataset_rows,db_fetch_s,batch_sizes,warmup,repeats,seed,variants,skipped_variants,transformers_version,torch_version,gpu_name,server_version,pgvector_version
formal,2,production_np,CLIPProcessor,legacy_or_unspecified,np,1,1,0.008965972810983658,0.004039904102683067,0.004110028967261314,0.013076001778244972,76.47597614002599,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,2,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,1,1,0.00875055231153965,0.0039851609617471695,0.0040551964193582535,0.012805748730897903,78.08992828253649,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,3,torchvision_tensor_pt,CLIPImageProcessor,torchvision,pt,1,1,0.004792559891939163,0.003982691094279289,0.004052268341183662,0.008844828233122826,113.0604205805964,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,3,production_np,CLIPProcessor,legacy_or_unspecified,np,1,1,0.005800580605864525,0.004082890227437019,0.004152115434408188,0.009952696040272713,100.4752878972278,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,3,torchvision_pil_pt,CLIPImageProcessor,torchvision,pt,1,1,0.005521835759282112,0.003971703350543976,0.004041774198412895,0.009563609957695007,104.56302634920685,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,3,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,1,1,0.007347963750362396,0.004014655947685242,0.004091247916221619,0.011439211666584015,87.4186114521492,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,4,torchvision_tensor_pt,CLIPImageProcessor,torchvision,pt,1,1,0.008649257943034172,0.004003720358014107,0.004079727455973625,0.012728985399007797,78.56085686750401,50176,1.0000001192092896,1.0000001192092896,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,4,torchvision_pil_pt,CLIPImageProcessor,torchvision,pt,1,1,0.009502004832029343,0.004000123590230942,0.004075620323419571,0.013577625155448914,73.6505823773375,50176,1.0000001192092896,1.0000001192092896,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,4,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,1,1,0.009744483977556229,0.004018111154437065,0.004093647003173828,0.013838130980730057,72.26409414627777,50176,1.0000001192092896,1.0000001192092896,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,4,production_np,CLIPProcessor,legacy_or_unspecified,np,1,1,0.013240469619631767,0.004021381959319115,0.004097007215023041,0.017337476834654808,57.67851974868465,50176,1.0000001192092896,1.0000001192092896,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,5,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,1,1,0.007467199116945267,0.004357749596238136,0.004433486610651016,0.011900685727596283,84.02877135736122,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,5,torchvision_pil_pt,CLIPImageProcessor,torchvision,pt,1,1,0.007127370685338974,0.003996897488832474,0.0040725041180849075,0.011199874803423882,89.2867123563107,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,5,torchvision_tensor_pt,CLIPImageProcessor,torchvision,pt,1,1,0.006225276738405228,0.003960492089390755,0.004035253077745438,0.010260529816150665,97.46085415842195,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,5,production_np,CLIPProcessor,legacy_or_unspecified,np,1,1,0.007395084947347641,0.004028148949146271,0.004103520885109901,0.011498605832457542,86.96706492688556,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,6,torchvision_pil_pt,CLIPImageProcessor,torchvision,pt,1,1,0.006567690521478653,0.003982275724411011,0.004057735204696655,0.010625425726175308,94.11387607148204,50176,1.0000001192092896,1.0000001192092896,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,6,production_np,CLIPProcessor,legacy_or_unspecified,np,1,1,0.006617868319153786,0.0039915405213832855,0.0040667299181222916,0.010684598237276077,93.59266280235346,50176,1.0000001192092896,1.0000001192092896,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,6,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,1,1,0.006712310016155243,0.003976618871092796,0.0040527936071157455,0.010765103623270988,92.89274260568139,50176,1.0000001192092896,1.0000001192092896,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,6,torchvision_tensor_pt,CLIPImageProcessor,torchvision,pt,1,1,0.005694316700100899,0.004000416025519371,0.004077287390828133,0.009771604090929031,102.33734304977612,50176,1.0000001192092896,1.0000001192092896,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,7,production_np,CLIPProcessor,legacy_or_unspecified,np,1,1,0.005039127543568611,0.004030706360936165,0.004106821492314339,0.00914594903588295,109.33802452611852,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,7,torchvision_tensor_pt,CLIPImageProcessor,torchvision,pt,1,1,0.004030926153063774,0.003953928127884865,0.004029061645269394,0.008059987798333168,124.06966673160514,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,7,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,1,1,0.005175180733203888,0.01058807410299778,0.01066538318991661,0.0158405639231205,63.12906566037239,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,7,torchvision_pil_pt,CLIPImageProcessor,torchvision,pt,1,1,0.004776211455464363,0.003958128392696381,0.004046261310577393,0.008822472766041756,113.34690698610734,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,8,torchvision_pil_pt,CLIPImageProcessor,torchvision,pt,1,1,0.005841707810759544,0.00406576506793499,0.004142586141824722,0.009984293952584267,100.15730754212889,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,8,production_np,CLIPProcessor,legacy_or_unspecified,np,1,1,0.00615377351641655,0.003995534032583237,0.00407174788415432,0.01022552140057087,97.79452419357042,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,8,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,1,1,0.006011122837662697,0.003952061757445335,0.004027329385280609,0.010038452222943306,99.61695068035068,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,8,torchvision_tensor_pt,CLIPImageProcessor,torchvision,pt,1,1,0.004725325852632523,0.003939809277653694,0.0040152408182621,0.008740566670894623,114.40905809115544,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,9,production_np,CLIPProcessor,legacy_or_unspecified,np,1,1,0.005494840443134308,0.004025420174002647,0.00410112738609314,0.009595967829227448,104.21043690394573,50176,1.0000001192092896,1.0000001192092896,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,9,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,1,1,0.005360888317227364,0.00397447869181633,0.004050491377711296,0.00941137969493866,106.2543465904143,50176,1.0000001192092896,1.0000001192092896,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,9,torchvision_pil_pt,CLIPImageProcessor,torchvision,pt,1,1,0.005113128572702408,0.003966061398386955,0.004042249172925949,0.009155377745628357,109.2254222364003,50176,1.0000001192092896,1.0000001192092896,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,9,torchvision_tensor_pt,CLIPImageProcessor,torchvision,pt,1,1,0.004397042095661163,0.003920139744877815,0.003995643928647041,0.008392686024308205,119.15136549891706,50176,1.0000001192092896,1.0000001192092896,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,10,torchvision_pil_pt,CLIPImageProcessor,torchvision,pt,1,1,0.0024952422827482224,0.004000985994935036,0.004076801240444183,0.006572043523192406,152.15967399957884,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,10,legacy_pt,CLIPProcessor,legacy_or_unspecified,pt,1,1,0.0026984401047229767,0.003963038325309753,0.004037721082568169,0.006736161187291145,148.45250465304503,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
formal,10,torchvision_tensor_pt,CLIPImageProcessor,torchvision,pt,1,1,0.0020726732909679413,0.003951665014028549,0.00402730330824852,0.006099976599216461,163.93505511618676,50176,1.0,1.0,0.0,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,True,5000,5.7591319270431995,"[1, 16, 32, 64, 128, 256]",5,30,20260801,"[""production_np"", ""legacy_pt"", ""torchvision_pil_pt"", ""torchvision_tensor_pt""]",{},5.14.1,2.12.1+cu130,NVIDIA GeForce RTX 4090,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5
