doc_id,text_sha256,prompt_tokens,tenant_id,category
60000054,05d5c8a7649cd5438c6cca2107e04049d651896ee0be637ead5a2f65933e2eb4,202,0,squad
60000055,78b7b06096b9a526415a307400129cac5708928c991408c0704126237cada130,126,0,squad
60000056,c8a87746ea1965fceef21b5dc3730610f3827a11e02e72a079a832536b3005ca,133,0,squad
60000057,fde576344e49e7a1b190dde8678898ffb874fcda8e74320c688f101c9000b50c,134,0,squad
60000058,6291f0e30a3d0db9aaecb7588d531e8b43fa68c2dfa6650b411dc3ba11371610,131,0,squad
60000059,00482cc0aa343b71ef7a8d23abcc83e282ac4a6f108900203da5293a70ae657e,134,0,squad
60000060,bdca63c3b755a911a098786f027fc712e1d5b3f2addc289dd7935b2d977f1fea,128,0,squad
60000061,ca73a792a9c9b72ef1439dcffcaab8d53b7329dca88453903dda1a7155f6ffc0,128,0,squad
60000062,c80405e3e7409041e2d35ab86075cbf8dc6e187c0a70e82fce5e4312e1589219,126,0,squad
60000063,0097f0ef7b7844e5bdda7853ff400fbb3be7c15a5bedc216074920faf929d026,129,0,squad
60000064,85c07e8e3749c245988aec2f703ad23d2815b85f3b3de208325f3d677f760edd,128,0,squad
60000065,a90b6c74592f156c88cf657557f85aab5bd233c0e2ed90bb10302e5273910a80,134,0,squad
60000066,95f1a83826c47dc61c06977c72e953c5cb666b946012ec33446867eae6025451,133,0,squad
60000067,65ad4a119cdeb40228c35d459ab43d6f3e1270e4ed7d8063f42a15ba6ad07e57,137,0,squad
60000068,4eb2400ba4243fc1d72e216adfc5fa40d2635958c7af6bf88d08b68c1b40ed14,137,0,squad
60000069,a06e67af5901be7e9e100c649570d7cc07e451a2202e89c741712f1c8fe54003,128,0,squad
60000070,c0ae9ac773f4af8e311ce71d37a5698fa2b2bed39c1040480fcba53850de164f,132,0,squad
60000071,ab0bc14c9ac793e9082c7457767b353768aa9de7ebafccbed22e4a01f617df68,132,0,squad
60000072,155d32125aa8a8c387d30a8c011286ed919b38133480ebe39978f9bc7cc241cb,135,0,squad
60000073,e1fa542409cdc18d1ba1dc6f69d3d0f686fc2b40d930b227d62d36e701db3e7d,133,0,squad
60000074,e1cdabe4e8b0e573d89b3d2d92b2db0fd864041073e3045ec9fab62d66c7a6c7,131,0,squad
60000075,d125bf46ebab12023243a8edba349326dfca6f0633899777c35573dc82d3d22d,128,0,squad
60000076,c0108b13c9147dca121d3d429827da06628962695a0c39cbdb01ef8380b40d77,132,0,squad
60000077,4bcff5e4b8fc34841c33503a30ca6754b53f97dab1950cf88d1d1a8568c94601,134,0,squad
60000078,a5deddc9b8591fb82d7f204849e6ee67418ce7030461c0f1bc77e3c555c62f18,133,0,squad
60000079,613acecb0c84e8f80bd2179508bdbdaf6094272ba7a650a35d84c5d4b059ba07,135,0,squad
60000080,58e5746e998bba09dd72ae4964023c3eb34a45071c934b20543f0fc9e3428f92,144,0,squad
60000081,003269e78faccbabac2ee469a80eacfadd75368b5b83cfc95c4602aaf3544bb6,149,0,squad
60000082,3528a8454b6fb5b7e256915cde4d9adfabf26583af9cee75ee769aa2b54c18a5,144,0,squad
60000083,47cef8d30b127ee81389609b997d41eecd7b946d69f2ada2e1e31395ea684623,150,0,squad
60000084,96bd106a117491f3df0bd4ce9d7489e049dc5d3b1ea06c2b994b9a686f7fea67,145,0,squad
60000085,b3d23643db61479f0241227fbafa1f92951ee5c3892290eb566206de30effa14,146,0,squad
60000086,f6df72f72a80390a08bc9473d582c55b8f9d86068b03763708d8abd01ae4b115,144,0,squad
60000087,b661e73c1ee501ed00e4e3c7037a98ba376dd35b2266a9ab795e532cf3dbc436,146,0,squad
60000088,e64a61aa2f3ded3b0552f7811b5affa24570767ed28723dce50d45f8e7126ade,146,0,squad
60000089,d462a12e26a73446ac1c85f66759145a4cf0c67f49a7c36531210f6fb72792f5,145,0,squad
60000090,79555badd8cbd532fe1e5daddd55118a4cda03b6221a498580f5c7b650acf5fc,144,0,squad
60000091,306e2282e9e5775ff6736ecdf5044dd2c14fa639218d576a6411c0bc3d08faa7,150,0,squad
60000092,a7f741ba2e04377b529ecb80fb6103b4451e8365f443b5f82fac7881cd669b87,150,0,squad
60000093,9509b20db313c570e9a5a261a2512ca7d777911999eb7d44edb06952c32a7f04,155,0,squad
60000094,010a3bb948b425998a1a314c0006c055d4f19e592c84eec9cadd41e27756087f,139,0,squad
60000095,fbeb822588944dd368e5332ad406f7cda94bd2d587aef5ff76aa163461fbd57c,143,0,squad
60000096,332270592e2fa4aa0452b87977459d1d3c8e02cf3597258944a01024ca5caea0,143,0,squad
60000097,069bfacf9cc688b83e30f6708acdb1f4bb4ed005d62cf926130499c4c3016ddd,147,0,squad
60000098,e3d1b93db2c708b0a90c0092f49a749284736c178278a757bf9d854130bbe597,139,0,squad
60000099,1ac64d2d795e74b23d06ea46ecac542f5f05868dfc09a488f15f85228f5a0884,143,0,squad
60000100,d4dcb0ccbfe507edf754b744458ae1e4a43e449975e99b8cd083753e6a266ac3,145,0,squad
60000101,92723b3ab94f76c9be7073f872959de126a50089cab9c75ad3a488a4c438e459,144,0,squad
60000102,8dc357997654b7dade202f726e734b4b3afd03009295c8ca3cc36b7be60e8071,140,0,squad
60000103,5897a5713f020bbb8f4496f46beec46e946e0c55c6d1557e09bf073245d18be3,143,0,squad
60000104,150b44026dedd60fbac8bd0d72893e4a77edd5c3ac7917c3852477aba7499da0,149,0,squad
60000105,d483824d7f4211d524a1129f06a236ef651064665b376a557672bf5bc06e192f,145,0,squad
60000106,9d0b1580d4774e3492b1952fa2510fb2f188d26e47e40c608a872e08b8418d5c,88,0,squad
60000107,b7a86fa616ef7a1f7cb95f79e4b7854ccf4a8339109043ff614f8a93b5fb6d89,89,0,squad
60000108,d19775fe0eb56c8a0986c5ac96c57d42aab1177dc0d4b7787872a26de522f1be,99,0,squad
60000109,fc3a95cf11568534e42d428fcde3994a3ff994d073417547c0bfe9ffc97b0baa,91,0,squad
60000110,a673ca6bf19619337852bf79d9f7cbd20fc351390e296cfe03ef89187b337f9c,91,0,squad
60000111,7b8c93ec64d0fd9d2c457922979e5e68a2c018da75da7b44664284aa81fe055f,88,0,squad
60000112,ec07719560abbc20fc7fa801aac2ea0b07c50ba3414c21fcc7900ebe50d88363,86,0,squad
60000113,0e2efba2ed403585dddccd8c3014ba666b1dfd220f4ffa6903f6c2b7fb281d00,86,0,squad
60000114,e959f1ee664935e0d34397a68c7a961984317df2241135c6ccce1ac1ebc2f320,92,0,squad
60000115,2055de19ce522b67b4d48d35df637556ba236960afd06caf66851a4967ba3b15,100,0,squad
60000116,b838ad248c16a9606f0a2a74092d3543a08921f2043fad2be55cea580ee1f6bb,96,0,squad
60000117,4349f63674e362592ffeef56d37010a78ceb4fcb5419ecf7b7eb548dd0b982f2,91,0,squad
60000118,b3d5d7afba53651bd137a13a2f92b28ad67050f5ca0cbe783ec00bb43fb5e1a7,91,0,squad
60000119,865427a490c89b2739d11df24936cb48928cdcdb28c0cb10cf612e9d3fe92195,91,0,squad
60000120,da7c9ada1766b826250be6906c55807a3330c63b305586241fe44d0f2ef17921,91,0,squad
60000121,898b8c2017b03d961f5f1ba47d3eab3cf04807d3b0537cdc8a6d221bb748e079,87,0,squad
60000122,ae0dee0ba11922cd5d5f075bc75de8a235695c5c52599944d2ffd790bc2e7c72,98,0,squad
60000123,a98522ce4d39784400a8473579a374d0bfb52ebf06331bf0829f554b731c7800,96,0,squad
60000124,a8d7c9e3caaf0aa6e48aa3277d39d3e4282b61ca0d6df3101f741d6e73204cdb,92,0,squad
60000125,d6964da618295689dc7a5e9fa6397f523dcaa0b96fc641f0f3a1bc7e0697247a,89,0,squad
60000126,ffe20890f347f0969e0af18663636a92294b3b15efe1f4fb2305502a3e96752a,91,0,squad
60000127,430429b56ea3e0f140de242c1f077369bafe061f6c17069364580e03547793af,89,0,squad
60000128,92f9ea91ac9d47e2cc19a39cf4bf605240a8cb4bfb2409cdc2e5fc4938e60a82,89,0,squad
60000129,5692b1d4997c906d56e62bedec5675958bfd2fb1aab6f73a7b9e72b4a296c57c,85,0,squad
60000130,9861328a934cbc7298dd201993ec717b3007d00c0036b76248885b70b7fc1da8,89,0,squad
60000131,bbc7e03c6b02fe6f6164a4fb5a15337c53d44ec25ae0563086ad2fb91a6a271b,88,0,squad
60000132,230b3e5b29f15a1103151c7b8f76a776dbb379450ae9d5989beacd42c515c718,89,0,squad
60000133,f1816b656a309b026446a49ba68913965a821e419f692c08c8074704f929b923,90,0,squad
60000134,1ec6c8932d50a5002b2c761d6d0fc947a6b485748d7d71883bebb15f9b53d762,208,0,squad
60000135,5ec180ada3e87ab0f3611a6af02bc4ae2b826779bce147aba86e66ab18e832a2,209,0,squad
60000136,b7f5c7fbbb9dbacd6779c31e61b2d7bcaef1716c5ef49390655982595d805160,210,0,squad
60000137,acbf32d0d4d84b8236da2dd78cf921f7f2a16ad9c9f62dd869547045f88acd54,210,0,squad
60000138,5a3b21f62edf35ccb188e7fd1f44a02ef1542477215272289ab796c5d37bbd4a,207,0,squad
60000139,ebd70ce0653faa779d4ae608901fce930455373c1f179ce4153db188a44c1490,204,0,squad
60000140,0e13c3773d5376e3400ae320a254e9d320b8374b670a70929cdb4b5c8581aeb6,200,0,squad
60000141,037731b17d243b927dc9c1c85c0baa243e5702a6693f196ffca48ed58c0358e3,203,0,squad
60000142,83177c3fd6cd28122d4f7234c38e038c48d70f1659d34512bbb183a94de4d2ff,215,0,squad
60000143,ff3dcc55311c85f084f9db4c0454bf8ddce3776cc169a9a00e476bbeb5dbfc13,210,0,squad
60000144,ccc810c04ae0cb5b6935894558a15eb91eccc944b1480984c31b5208e0b287fb,210,0,squad
60000145,723df8c54cfb383a1289d8f633a760708639aa51b15990aadb6b49be4306ac68,210,0,squad
60000146,9d292d9a6cd28e1ef35bff2237b91c56b138b6dc471ae8882891aab926781be5,220,0,squad
60000147,e9b02e7ad5f41caa56761aa11288ff3f83051aac45ded20e059bba8947677c67,223,0,squad
60000148,381ffcde03e80e08f0ba944d73f036ca401dc858c72ccb74aeeff0dc09776cde,210,0,squad
60000149,50f9e27128a10ce74b21aad6d6ed840c865dbf295703dce2254366ad11724fd8,205,0,squad
60000150,b04bdfc8794ded30d671cac564e3caaea2273928e94d21319e44b12889a51ff1,209,0,squad
60000151,3a61dfc80d7e394a02e14d07ea9b405b956075dafd24f02ec206c109c2636a65,207,0,squad
60000152,6c63608129799f44c2187da36c9821506585d95308115d6c3af74cc3c457d2bb,206,0,squad
60000153,bd570fa9caa125b8c3ea1d1e7c3acce789cd70d03b2c6d6de2d6eb74e489d9a8,206,0,squad
60000154,b85d51ddd2691a13db9f199abc4d1804f40d65fcfef72f33d7e73660ca4e1eeb,224,0,squad
60000155,3feccebf62c70a781481236a675726d9a2fc363cb7b6c1dc5018be42e9aab49e,130,0,squad
60000156,4f571d6e9e1eee68ab23708c47f144f6cc73331a4c6612f365f64a2b573e6e30,124,0,squad
60000157,d23faf428618be4092235f1248f8fbb1c22b2c541d0d3b42d4d0c31747db03dd,121,0,squad
60000158,34f33807fdf86c2952d2289e006659da2e25ea9703436dc6cf21f11baef94174,125,0,squad
60000159,120c7df62aaf37eb150a1ed98d2d823e51a0bc83b333b24a033bd2957607d974,126,0,squad
60000160,c184c3664ef65214031a6d560bfba0827dbd946a5b56fd9095f110b3b88ae318,128,0,squad
60000161,a33fcdb557f32d19e67b00e4efcd00d7ff9fc9f37697c867babc5ed329795bbc,127,0,squad
60000162,34f33807fdf86c2952d2289e006659da2e25ea9703436dc6cf21f11baef94174,125,0,squad
60000163,9f08f1a5d0823abdcc007f95d445715d0f092cba7fef76c9449264c381e7a96d,130,0,squad
60000164,e6ccece39956c14711057162fdb265e75a8ce638ed636190024c094694ea4644,128,0,squad
60000165,cee9a9e843e6299d8845b32f30609458be3ce5103aac4cd8456d0f2d2f3f6297,132,0,squad
60000166,84a02c2021e1f5f90fe12170879d5cc5ecdbc76b817335cef641c592520906aa,125,0,squad
60000167,31805e965031d23222ddde85cd1ffdeb628ced0281e935f7689ad0e65e899bdc,132,0,squad
60000168,d436edf4d7291a9660223bc8619a124504084699c6ce94c021e04f780198b5d7,137,0,squad
60000169,8bdbb7e7eee8df5e14112af8902a163571b0a426e0cb65510e55c7c28fc990b4,126,0,squad
60000170,4a3846964c978d19de00e0844abbc3418aa738ab71cd3f8a49a7cea8a8b53b90,130,0,squad
60000171,5e0d746415ec1b4d0ac0b97d045466e924a7b85d1777d8153c39da6d1ce2d519,121,0,squad
60000172,2b27f1570867b9ba9480c63bd89952c784b858451471b6f991105fcb88819cdf,124,0,squad
60000173,865b9a32a9511fb63a13cb8baa6f8fccc9cb58e0ca2f9795c2424cbb3ee21a0f,135,0,squad
60000174,9c552505e29009d43b5fb0147adc4340c06ac2ee176e0bf5d0e857fafb569c21,126,0,squad
60000175,5e0d746415ec1b4d0ac0b97d045466e924a7b85d1777d8153c39da6d1ce2d519,121,0,squad
60000176,20f66d999eed78ebac42b3d41e9f71c563d0b5ca39f2cbf902d2a89ca78a96d4,122,0,squad
60000177,f7e75e03cd1221075981c9f3b2c4f2dfb1f620401cfdf4f39e9526e70de38e90,127,0,squad
60000178,fd994aa02187dd9d18752524f81d4a5f7a94d65f98a83a76d94bd1f451548a44,235,0,squad
60000179,aa56a15f82da5311d6c025059848b12a2f652c16cd33ea1dff409e1c8d0d3d7c,225,0,squad
60000180,9fb21c7fc94006c95c7bbb9947de2b82ab4de3ec041a7bbefcd03227db960daa,220,0,squad
60000181,6000259ca89c3e8ed31b49e71d95924abc08140c14aac9385b35d61c6582ac55,220,0,squad
60000182,752f51fb04811de0ff8655a32ad68fb792a263763ea2e65cbeeb0fe20c8dccd1,222,0,squad
60000183,d33dd9f7bba1874b4529f43d9092114e45f01127e205cdbbbda496f55c13ad52,223,0,squad
60000184,8eeb15e164edd3557be270b2fa7b7e8b850484a82d599dfaefb50e9630fdc063,236,0,squad
60000185,10055364215cd2de2919050cefe8ec0d8815dc2c087da6f4c24f1587e7396368,226,0,squad
60000186,525de27a0b91f2ca409e6969e189de6b411b7fcbb58656f7d40989d3a755c349,225,0,squad
60000187,4a87985ccb29823f9bc13e731b3efad0d4d8fa9058ddba8c5e801892c51b4b46,222,0,squad
60000188,08df2668237bc10c8db098bc95d6580d7537cf20e8f0002b3b0045b47fe47d4f,217,0,squad
60000189,dcd07be28bc4639769de891fde4e3d30cedfd42da4a8f05acad7f8ddbdf7deb4,216,0,squad
60000190,6b94b7911e786d85ec746ae3a0a8b430cc3c8568cec350b5cc1273380e57090e,222,0,squad
60000191,01cfc155a89d5373d2586460ecc5e13d49001bc99392d65fb560f59a8225421c,225,0,squad
60000192,06b32145c3ee1c0d947640a90191b36083d831ba88bfcf5b46fabc7eb72c198f,223,0,squad
60000193,beed8e0ca0bce7b4d63091bc454b797231cb07c60c4ceb45fafae6513b38afaa,228,0,squad
60000194,00b6a2544be1184f4bb885a962f7d113d1bbe6647983adba00bdc3d735ce5059,229,0,squad
60000195,a535c0f987a9e2120c33493318960d42b7a832a086789391382c5581167b65c1,236,0,squad
60000196,48705f03d1bcb5a3d4b24b6c6a8eab17294affdef16f962edea5ab57f1dbd4a2,273,0,squad
60000197,6375f3d8ff978ad1dd08aad4b4028c1cab2218b8a953dfbaf6c68ebbbd04e747,282,0,squad
60000198,feb461b035a3b80c05a558146d2c60ad83faac8d8ba6436b4206472e6e0b9138,283,0,squad
60000199,6202677f598abbaf4693edaaa1f47bda7604f12ef7217b4f0a131de2df4d5fb3,276,0,squad
60000200,353ddee164707d27580858884569bcf45b22546bdfd2703017fb345aebb60c4d,270,0,squad
60000201,4400ba4dec2bc44d44ddeee5fc25f9021539f65a13b9ef742fa015a375365bb7,271,0,squad
60000202,2422aa53d3d12a933b124c54007c16298ba7bc5642053fe5ae6efe3508ee5e27,272,0,squad
60000203,e69e840d9ab9185a91e328a9f8b0f81b52c686b7ce8144791458fea51179cbd5,272,0,squad
60000204,716893ebbf697a2564ce99f3099c6f41593a5a7150b5706332cf0a1caf78bf83,279,0,squad
60000205,715d26285f36504eadd9b2257d7cfd41e7118f8fcab3a5ee727d4d638aa79cab,273,0,squad
60000206,9608a68cbec3d50cac8cc860e38807cdd9767bc0c28505b8e8d8e4e02d5a5670,273,0,squad
60000207,411743f8fb8dc74bdb81f43e4b65d99bc9019a9a4542ef4eb8b64e1ecb8bf96d,283,0,squad
60000208,688dedbf3973ffd99989bc7e64446b0ec3652bf170c1eb82594bd770512a3203,279,0,squad
60000209,ade5aa27331556a71d5d66cdd314fe53d5ee9fadec526d5041c43a00a8af07b5,272,0,squad
60000210,55a52084cc09d4662711bd50229e2ea1139ab2e138ed1db8aecb95cc4d87c1a5,273,0,squad
60000211,209b796c4d4095511baa421d4a4e89a9323809be82ff0603915538a6cfc6a915,275,0,squad
60000212,d24e79b98849fcd9376f694acf2e539e670e093b87cce6fb370dd88a9404be5f,275,0,squad
60000213,492b576b0f5918bde8b29c2c43b7235f7f0d294e83da0044c5b85cfb57e353f4,278,0,squad
60000214,d59ecaf7bd96a59f70d5a63f797eb73399323b1200810b9ffd402cbfaeeac704,273,0,squad
60000215,9fffb3b80e94d9405e06a41bd8a28e7ba119034b44f146824177ee9d5e6821fa,279,0,squad
60000216,bcbf74d4c9bfe66ab686f9586e7c53d04ed27bffe4da64e3c7614246dd6dd0cd,362,0,squad
60000217,01857f6325f2da6805bbd2690d886ea37fdf3e19096276d9c0a4126f00920a5c,362,0,squad
60000218,637079f4b103b0a5fc677e347f76da0d7a0e0e0a627dc70cff95fbc001d4206d,361,0,squad
60000219,b49a61a1985942e261bc692e72383dc34ee8001544bb8e3084dc1d8ee38ff914,360,0,squad
60000220,9b34f1edd48aade777101de562a25af080735b59aa056884d73df52d5cc6c646,360,0,squad
60000221,0d73e6f37e95cc21ba0194befdfc9a7e0f5f7cff3fe5fadf8e8f6e508f9bd3d7,365,0,squad
60000222,04a4473ddc7f7ea8fe787f5469ac872129c4ddd10bbb178b1d18c1897bcb98cf,362,0,squad
60000223,46689bcfe71d27d6fc4a2ac0e71794520214e1541c3329149356b4c7b46a7951,362,0,squad
60000224,65f590790fbcf2c6aa4ac81e1f7042c0f070dc3aaf047444fe71001cdf406b38,360,0,squad
60000225,0b8b54708d851f84d7566836df0f672bda1749e86c0b72a57db8324d69be2870,369,0,squad
60000226,86039ecf46fe64a0e071423f9521a701c2e9343ba149310f41a6e5f30239a78f,371,0,squad
60000227,b19a8e1e1eaa75fe6ecf0def8f935a6e192cc68ad3484a44e5ed725afc05de63,362,0,squad
60000228,932397db59ce34b3a47b0e4c3c4519d6a6228ce6c5cde9976a9ef874b8de921b,361,0,squad
60000229,6394a37cd8602d8f9ba24dec198425f5903cd58da74b3c35bc6e3dd4c3b2b57e,361,0,squad
60000230,a0fae5a4671ca1ca9249c59dcd6054f9bdfd30688a7a64ffe05958698ebaf7da,364,0,squad
60000231,e138b9a8c2a6a2eaf62acd339a4cdf22efa6826c09ee9313f403ebe6dc12cdcc,368,0,squad
60000232,2079cd4609fe3ac7f7df16bbbd4a3c4479540b2a66588962b4d4fc7a14c6faaf,365,0,squad
60000233,aecab24ba54865338d57b97de75cc406f8a20b3b5f3b2dfc6ca7563af8da0e95,363,0,squad
60000234,693659cc416cf48e06cb8dc06e5ac41c7a66d7fee67936f1145af5332015737c,361,0,squad
60000235,e8a5834ba837261237fe68d3ff3da3cce81cb566d65e18c98d5ca002a65be117,364,0,squad
60000236,61d803ef550c96a297c4cad7925bb7da1c84f1efe527904f2ecfcac4678362b3,336,0,squad
60000237,e52f32f81f92b557f0e6b4f0a09ff37c5ed70908541edbd6462a950719e431fb,334,0,squad
60000238,19598409a95fec81437d846d5359d3b56c43e662bdc5e4879a5ed6b83fd1f376,334,0,squad
60000239,28af2d8ec8a7cc2428fb7899ba7f32e9a8effc1891f8d53bc1bcffe2e4871105,334,0,squad
60000240,9861b93fe61ab87ed6ad2237b5424003cc325894f661d730c334420a5278c79e,337,0,squad
60000241,7286dba40ab37f280d0462aa761768331d80f0c52ad93e67d6c3b48306c63860,341,0,squad
60000242,42925440dcfc524fd8273845eafc6b51cffbec2845dbcf3915c86c9740b8229d,331,0,squad
60000243,8a9a4fae226173be96c813d57dc8b8fd8bb16c453eb8d3b94e34ea8e3b3b33b6,340,0,squad
60000244,a20f59bf0171ffd15758e71251d348c617abbc3fde33fa52685288bdf0b385df,335,0,squad
60000245,1b70764a6dd58f27cd4bcbd0c788e2d1ba5fd28fe0c416980db2ceea0bc9dc7e,337,0,squad
60000246,4b90807762aeaa011e208532a4ab4a7641b19f08348cc454e35911f634e51d81,340,0,squad
60000247,9818d249c53536caa5a368ed855dcb36ca43a0696467d30fdfe4d3bd3a4eb633,340,0,squad
60000248,e283657ec988d71b1d6ae750158d4ed9076a10cc6d924496928fda901ce640f4,335,0,squad
60000249,4ab3b091f6a05168467e63f78269321cd998481351b2fa0b751e60cb0da06e92,341,0,squad
60000250,65335f0f6035889ef30a8db5cc5a5bdf3badc4dcc3299dcf72d93d102752f4f3,556,0,squad
60000251,1b905a5106806abc33e53eb6d9f6d05413798d9d05eb3a455a50e823e56b80a8,565,0,squad
60000252,0fa0822392d4033dc60eac202848912d5ff47781f05397787c45aa2061cc9635,558,0,squad
60000253,483b46680c51b2c592929635658e86a452a04d77063344a08063e85d240609e1,563,0,squad
60000254,8da3de2e1f15bc4af0bcc5013ab125c215bd14c2ed0a2c27458f30b3ce56b2d9,557,0,squad
60000255,f386810f3a1498e72cb11b0ccd3f3ea02ba194e80b082f5ea64954612d5902eb,563,0,squad
60000256,c0b788095c30cc79bd94d1c1a3d87266da2439eae92cbc77586e898021dfbe85,566,0,squad
60000257,47da2ef44993e60b4a952e28c7d7e58170c610288871e589340067698a1098b4,561,0,squad
